,CODE,NAME,SECT.,STOCK NO.,CAPT.
679,083310,엘오티베큠,특수 목적용 기계 제조업,"13,599,938","6,799,969,000"
680,083450,GST,특수 목적용 기계 제조업,"9,317,745","4,658,872,500"
681,083470,이엠앤아이,플라스틱제품 제조업,"22,424,515","11,212,257,500"
682,083500,에프엔에스테크,특수 목적용 기계 제조업,"8,385,722","4,192,861,000"
683,083550,케이엠,기타 섬유제품 제조업,"10,282,028","5,141,014,000"
684,083640,인콘,통신 및 방송 장비 제조업,"86,698,982","17,339,796,400"
685,083650,비에이치아이,일반 목적용 기계 제조업,"26,000,000","13,000,000,000"
686,083660,CSA 코스믹,기타 화학제품 제조업,"37,072,045","18,536,022,500"
687,083790,크리스탈,자연과학 및 공학 연구개발업,"42,571,286","21,285,643,000"
688,083930,아바코,특수 목적용 기계 제조업,"15,996,505","7,998,252,500"
689,084110,휴온스글로벌,의약품 제조업,"11,464,127","5,732,063,500"
690,084180,수성,일반 목적용 기계 제조업,"15,864,490","7,932,245,000"
691,084370,유진테크,특수 목적용 기계 제조업,"22,916,042","11,458,021,000"
692,084650,랩지노믹스,자연과학 및 공학 연구개발업,"11,217,860","5,608,930,000"
693,084730,팅크웨어,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000"
694,084850,아이티엠반도체,전자부품 제조업,"22,855,623","11,427,811,500"
695,084990,헬릭스미스,자연과학 및 공학 연구개발업,"26,765,714","13,382,857,000"
696,085370,루트로닉,의료용 기기 제조업,"25,627,401","13,175,544,000"
697,085660,차바이오텍,기초 의약물질 및 생물학적 제제 제조업,"52,495,450","26,247,725,000"
698,085670,뉴프렉스,전자부품 제조업,"21,156,039","10,578,019,500"
699,085810,알티캐스트,소프트웨어 개발 및 공급업,"21,223,160","10,987,352,000"
700,085910,네오티스,자동차 신품 부품 제조업,"11,013,678","5,506,839,000"
701,086040,바이오톡스텍,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500"
702,086060,진바이오텍,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500"
703,086250,이노와이즈,특수 목적용 기계 제조업,"30,810,174","15,405,087,000"
704,086390,유니테스트,특수 목적용 기계 제조업,"21,134,126","10,567,063,000"
705,086450,동국제약,의약품 제조업,"8,892,000","22,230,000,000"
706,086520,에코프로,기타 화학제품 제조업,"22,090,191","11,045,095,500"
707,086670,비엠티,일반 목적용 기계 제조업,"8,146,529","4,073,264,500"
708,086820,바이오솔루션,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000"
709,086890,이수앱지스,의료용품 및 기타 의약 관련제품 제조업,"26,625,292","13,312,646,000"
710,086900,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"5,977,449","2,988,724,500"
711,086960,한컴MDS,소프트웨어 개발 및 공급업,"8,828,608","4,844,725,000"
712,086980,쇼박스,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,600,000","31,300,000,000"
713,087010,펩트론,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000"
714,087260,모바일어플라이언스,소프트웨어 개발 및 공급업,"30,000,000","15,000,000,000"
715,087600,픽셀플러스,전자부품 제조업,"8,166,558","4,083,279,000"
716,087730,에스모 머티리얼즈,합성고무 및 플라스틱 물질 제조업,"9,768,571","4,884,285,900"
717,088130,동아엘텍,특수 목적용 기계 제조업,"10,662,938","5,575,148,000"
718,088290,이원컴포텍,자동차 신품 부품 제조업,"17,047,866","8,523,933,000"
719,088390,이녹스,그외 기타 운송장비 제조업,"9,350,844","4,675,422,000"
720,088800,에이스테크,통신 및 방송 장비 제조업,"40,957,928","20,478,964,000"
721,088910,동우팜투테이블,"도축, 육류 가공 및 저장 처리업","25,831,764","12,915,882,000"
722,089010,켐트로닉스,기타 화학제품 제조업,"14,572,295","7,286,147,500"
723,089030,테크윙,특수 목적용 기계 제조업,"19,318,786","9,723,110,000"
724,089140,넥스턴,유리 및 유리제품 제조업,"11,846,520","5,923,260,000"
725,089150,케이씨티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000"
726,089230,THE E&M,기타 정보 서비스업,"124,348,176","12,434,817,600"
727,089530,에이티세미콘,반도체 제조업,"88,515,812","44,257,906,000"
728,089600,나스미디어,광고업,"8,754,691","4,557,703,000"
729,089790,제이티,특수 목적용 기계 제조업,"10,315,513","5,157,756,500"
730,089850,유비벨록스,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500"
731,089890,코세스,특수 목적용 기계 제조업,"16,851,962","8,425,981,000"
732,089970,에이피티씨,특수 목적용 기계 제조업,"23,234,595","2,323,459,500"
733,089980,상아프론테크,플라스틱제품 제조업,"15,724,765","7,862,382,500"
734,090150,광진윈텍,자동차 신품 부품 제조업,"9,658,393","4,829,196,500"
735,090360,로보스타,특수 목적용 기계 제조업,"9,750,000","4,875,000,000"
736,090410,덕신하우징,"구조용 금속제품, 탱크 및 증기발생기 제조업","44,201,565","4,420,156,500"
737,090460,비에이치,전자부품 제조업,"33,428,669","16,714,334,500"
738,090470,제이스텍,특수 목적용 기계 제조업,"14,597,808","7,298,904,000"
739,090710,휴림로봇,특수 목적용 기계 제조업,"83,049,144","16,609,828,800"
740,090740,아이엠이연이,전자부품 제조업,"18,898,551","9,449,275,500"
741,090850,이지웰,소프트웨어 개발 및 공급업,"11,693,179","5,846,589,500"
742,091120,이엠텍,전자부품 제조업,"16,060,936","8,030,468,000"
743,091340,S&K폴리텍,전자부품 제조업,"11,703,721","5,851,860,500"
744,091440,텔레필드,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500"
745,091580,상신이디피,일차전지 및 축전지 제조업,"12,665,050","6,332,525,000"
746,091590,남화토건,건물 건설업,"11,740,000","5,870,000,000"
747,091700,파트론,전자부품 제조업,"54,156,410","27,078,205,000"
748,091970,나노캠텍,플라스틱제품 제조업,"28,080,425","14,040,212,500"
749,091990,셀트리온헬스케어,기타 전문 도매업,"151,406,332","151,406,332,000"
750,092040,아미코젠,기타 식품 제조업,"19,207,010","9,603,505,000"
751,092070,디엔에프,기타 화학제품 제조업,"10,761,828","5,380,914,000"
752,092130,이크레더블,기타 정보 서비스업,"12,043,600","6,146,800,000"
753,092190,서울바이오시스,반도체 제조업,"38,223,653","19,111,826,500"
754,092300,현우산업,전자부품 제조업,"15,405,937","7,702,968,500"
755,092460,한라IMS,선박 및 보트 건조업,"11,744,978","5,872,489,000"
756,092600,앤씨앤,반도체 제조업,"20,947,500","10,473,750,000"
757,092730,네오팜,기타 화학제품 제조업,"8,207,361","4,103,680,500"
758,092870,엑시콘,특수 목적용 기계 제조업,"10,374,180","5,187,090,000"
759,093190,빅솔론,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500"
760,093320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000"
761,093380,풍강,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500"
762,093520,매커스,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000"
763,093640,다믈멀티미디어,반도체 제조업,"11,519,256","5,759,628,000"
764,093920,서원인텍,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000"
765,094170,동운아나텍,반도체 제조업,"15,758,872","8,075,619,000"
766,094360,칩스앤미디어,소프트웨어 개발 및 공급업,"9,640,315","4,963,657,500"
767,094480,갤럭시아컴즈,소프트웨어 개발 및 공급업,"39,229,838","19,614,919,000"
768,094820,일진파워,전기 및 통신 공사업,"15,078,709","7,539,354,500"
769,094840,슈프리마에이치큐,통신 및 방송 장비 제조업,"10,471,840","5,235,920,000"
770,094850,참좋은여행,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000"
771,094860,코닉글로리,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500"
772,094940,푸른기술,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000"
773,094970,제이엠티,전자부품 제조업,"16,748,240","8,374,120,000"
774,095190,이엠코리아,특수 목적용 기계 제조업,"36,332,704","18,166,352,000"
775,095270,웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,007,614","5,503,807,000"
776,095340,ISC,전자부품 제조업,"14,142,508","7,071,254,000"
777,095500,미래나노텍,플라스틱제품 제조업,"24,580,982","12,290,491,000"
778,095610,테스,특수 목적용 기계 제조업,"19,768,226","9,884,113,000"
779,095660,네오위즈,소프트웨어 개발 및 공급업,"21,915,008","10,957,504,000"
780,095700,제넥신,자연과학 및 공학 연구개발업,"23,835,397","11,917,698,500"
781,095910,에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,282,895","7,141,447,500"
782,096040,이트론,기타 전문 도매업,"349,598,748","69,919,749,600"
783,096240,청담러닝,일반 교습 학원,"7,674,651","3,837,325,500"
784,096350,대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업","161,788,627","16,178,862,700"
785,096530,씨젠,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000"
786,096610,알에프세미,반도체 제조업,"8,857,881","4,428,940,500"
787,096630,에스코넥,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800"
788,096640,멜파스,전자부품 제조업,"29,094,696","14,547,348,000"
789,096690,에이루트,컴퓨터 및 주변장치 제조업,"7,941,116","3,970,558,000"
790,096870,엘디티,반도체 제조업,"6,678,400","3,339,200,000"
791,097520,엠씨넥스,영상 및 음향기기 제조업,"17,863,482","8,931,741,000"
792,097780,에스맥,통신 및 방송 장비 제조업,"261,145,602","52,229,120,400"
793,097800,윈팩,반도체 제조업,"37,808,697","18,904,348,500"
794,097870,효성오앤비,"비료, 농약 및 살균, 살충제 제조업","8,490,000","4,245,000,000"
795,098120,마이크로컨텍솔,전자부품 제조업,"8,312,766","4,156,383,000"
796,098460,고영,특수 목적용 기계 제조업,"13,730,951","6,865,475,500"
797,098660,에스티오,봉제의복 제조업,"12,500,976","6,250,488,000"
798,099190,아이센스,의료용 기기 제조업,"13,737,238","6,868,619,000"
799,099220,SDN,기계장비 및 관련 물품 도매업,"48,178,714","24,089,357,000"
800,099320,쎄트렉아이,"항공기,우주선 및 부품 제조업","7,268,487","3,634,243,500"
801,099410,동방선기,선박 및 보트 건조업,"13,541,002","6,770,501,000"
802,099440,스맥,특수 목적용 기계 제조업,"29,512,118","14,756,059,000"
803,099520,ITX엠투엠,영상 및 음향기기 제조업,"29,187,677","14,593,838,500"
804,099750,이지케어텍,소프트웨어 개발 및 공급업,"6,386,000","3,193,000,000"
805,100030,모바일리더,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000"
806,100090,삼강엠앤티,1차 철강 제조업,"33,169,369","16,584,684,500"
807,100120,뷰웍스,의료용 기기 제조업,"10,001,865","5,000,932,500"
808,100130,동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업","57,143,000","28,571,500,000"
809,100590,머큐리,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000"
810,100660,서암기계공업,일반 목적용 기계 제조업,"12,600,000","6,300,000,000"
811,100700,세운메디칼,의료용품 및 기타 의약 관련제품 제조업,"43,800,000","4,380,000,000"
813,101000,상상인인더스트리,특수 목적용 기계 제조업,"63,320,603","31,660,301,500"
814,101160,월덱스,전자부품 제조업,"16,510,993","8,255,496,500"
815,101170,우림기계,일반 목적용 기계 제조업,"13,500,000","6,750,000,000"
816,101240,씨큐브,기초 화학물질 제조업,"10,138,184","5,069,092,000"
817,101330,모베이스,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000"
818,101360,이엔드디,기타 화학제품 제조업,"9,353,300","4,676,650,000"
819,101390,아이엠,전자부품 제조업,"42,223,170","21,111,585,000"
820,101400,엔시트론,반도체 제조업,"27,696,580","13,848,290,000"
821,101490,에스앤에스텍,전자부품 제조업,"19,735,331","9,867,665,500"
822,101670,코리아에스이,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000"
823,101680,한국정밀기계,특수 목적용 기계 제조업,"8,404,000","4,202,000,000"
824,101730,조이맥스,소프트웨어 개발 및 공급업,"8,505,234","4,252,617,000"
825,101930,인화정공,선박 및 보트 건조업,"9,331,705","4,665,852,500"
826,102120,어보브반도체,반도체 제조업,"17,459,653","8,729,826,500"
827,102210,해덕파워웨이,선박 및 보트 건조업,"73,696,405","7,369,640,500"
828,102710,이엔에프테크놀로지,기타 화학제품 제조업,"14,257,836","7,128,918,000"
829,102940,코오롱생명과학,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000"
830,103230,에스앤더블류,일반 목적용 기계 제조업,"7,200,000","3,600,000,000"
831,103840,우양,"과실, 채소 가공 및 저장 처리업","12,858,000","1,285,800,000"
832,104040,대성파인텍,자동차 신품 부품 제조업,"31,301,281","3,130,128,100"
833,104200,NHN벅스,소프트웨어 개발 및 공급업,"14,827,550","7,413,775,000"
834,104460,디와이피엔에프,일반 목적용 기계 제조업,"10,713,625","5,356,812,500"
835,104480,티케이케미칼,화학섬유 제조업,"90,895,434","45,447,717,000"
836,104540,코렌텍,의료용 기기 제조업,"10,587,341","5,293,670,500"
837,104620,노랑풍선,여행사 및 기타 여행보조 서비스업,"4,765,650","2,382,825,000"
838,104830,원익머트리얼즈,기초 화학물질 제조업,"12,608,000","6,304,000,000"
839,105330,케이엔더블유,전자부품 제조업,"5,661,347","2,830,673,500"
840,105550,트루윈,전자부품 제조업,"12,046,059","6,023,029,500"
841,105740,디케이락,일반 목적용 기계 제조업,"8,449,912","4,224,956,000"
842,106080,하이소닉,전자부품 제조업,"14,765,297","14,765,297,000"
843,106190,하이텍팜,기타 전문 도매업,"7,088,782","3,544,391,000"
844,106240,파인테크닉스,통신 및 방송 장비 제조업,"42,843,380","21,421,690,000"
845,106520,디지탈옵틱,사진장비 및 광학기기 제조업,"92,686,503","46,343,251,500"
846,108230,톱텍,특수 목적용 기계 제조업,"38,023,245","19,147,956,000"
847,108320,실리콘웍스,반도체 제조업,"16,264,300","8,132,150,000"
848,108380,대양전기공업,선박 및 보트 건조업,"9,567,333","4,783,666,500"
849,108490,로보티즈,특수 목적용 기계 제조업,"11,251,000","5,625,500,000"
850,108860,셀바스AI,소프트웨어 개발 및 공급업,"22,055,945","11,027,972,500"
851,109080,옵티시스,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000"
852,109610,에스와이,"구조용 금속제품, 탱크 및 증기발생기 제조업","25,031,482","12,515,741,000"
853,109740,디에스케이,특수 목적용 기계 제조업,"20,354,763","10,177,381,500"
854,109820,진매트릭스,자연과학 및 공학 연구개발업,"19,875,036","9,937,518,000"
855,109860,동일금속,금속 주조업,"7,000,000","3,500,000,000"
856,109960,에이프로젠 H&G,기타 전문 도매업,"178,695,217","89,347,608,500"
857,110020,전진바이오팜,기타 화학제품 제조업,"4,795,928","2,397,964,000"
858,110790,크리스에프앤씨,봉제의복 제조업,"11,715,480","11,715,480,000"
859,110990,디아이티,특수 목적용 기계 제조업,"18,900,000","1,890,000,000"
860,111710,남화산업,스포츠 서비스업,"20,588,000","4,117,600,000"
861,111820,지와이커머스,기타 정보 서비스업,"24,469,534","12,234,767,000"
862,111870,삼본전자,영상 및 음향기기 제조업,"70,555,601","35,277,800,500"
863,112040,위메이드,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000"
864,113810,디젠스,자동차 신품 부품 제조업,"32,628,051","16,314,025,500"
865,114120,크루셜텍,전자부품 제조업,"10,961,315","10,961,315,000"
866,114190,강원,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,154,911","9,077,455,500"
867,114450,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,"15,000,000","7,500,000,000"
868,114570,지스마트글로벌,반도체 제조업,"11,339,394","5,669,697,000"
869,114630,우노앤컴퍼니,화학섬유 제조업,"13,573,965","6,886,982,500"
870,114810,아이원스,특수 목적용 기계 제조업,"13,415,919","6,707,959,500"
871,115160,휴맥스,영상 및 음향기기 제조업,"23,911,798","11,955,899,000"
872,115180,큐리언트,자연과학 및 공학 연구개발업,"8,625,566","4,312,783,000"
873,115310,인포바인,전기 통신업,"3,192,883","1,596,441,500"
874,115440,우리넷,통신 및 방송 장비 제조업,"9,136,944","4,568,472,000"
875,115450,지트리비앤티,기타 전문 도매업,"25,884,137","12,942,068,500"
876,115480,씨유메디칼,의료용 기기 제조업,"23,180,660","11,590,330,000"
877,115500,케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000"
878,115530,씨엔플러스,전자부품 제조업,"60,094,725","6,009,472,500"
879,115570,스타플렉스,플라스틱제품 제조업,"7,690,607","3,845,303,500"
880,115610,이미지스,반도체 제조업,"7,669,128","3,834,564,000"
881,115960,연우,플라스틱제품 제조업,"12,398,000","6,199,000,000"
882,117670,알파홀딩스,반도체 제조업,"19,067,579","9,533,789,500"
883,117730,티로보틱스,특수 목적용 기계 제조업,"5,579,429","2,789,714,500"
884,118990,모트렉스,자동차 신품 부품 제조업,"37,336,531","3,733,653,100"
885,119500,포메탈,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000"
886,119610,인터로조,의료용 기기 제조업,"11,676,938","5,838,469,000"
887,119830,아이텍,"그외 기타 전문, 과학 및 기술 서비스업","11,054,582","5,527,291,000"
888,119850,지엔씨에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000"
889,119860,다나와,소프트웨어 개발 및 공급업,"13,074,822","6,537,411,000"
890,120240,대정화금,기초 화학물질 제조업,"7,100,391","3,550,195,500"
891,121440,골프존뉴딘홀딩스,상품 중개업,"42,836,818","21,418,409,000"
892,121600,나노신소재,기타 화학제품 제조업,"10,848,333","5,424,166,500"
893,121800,비덴트,통신 및 방송 장비 제조업,"33,991,523","16,995,761,500"
894,121850,코이즈,플라스틱제품 제조업,"15,411,517","7,705,758,500"
895,121890,에스디시스템,전자부품 제조업,"9,047,578","4,523,789,000"
896,122310,제노레이,의료용 기기 제조업,"14,553,844","7,276,922,000"
897,122350,삼기오토모티브,자동차 신품 부품 제조업,"36,648,340","3,664,834,000"
898,122450,KMH,텔레비전 방송업,"22,667,982","11,434,247,500"
899,122640,예스티,특수 목적용 기계 제조업,"14,421,149","7,210,574,500"
900,122690,서진오토모티브,자동차 신품 부품 제조업,"19,541,246","9,770,623,000"
901,122870,와이지엔터테인먼트,오디오물 출판 및 원판 녹음업,"18,281,909","9,140,954,500"
902,122990,와이솔,전자부품 제조업,"28,171,941","14,085,970,500"
903,123010,아이에이네트웍스,전자부품 제조업,"40,245,144","4,024,514,400"
904,123040,엠에스오토텍,자동차 신품 부품 제조업,"34,284,846","17,142,423,000"
905,123330,제닉,기타 화학제품 제조업,"7,000,000","3,500,000,000"
906,123410,코리아에프티,자동차 신품 부품 제조업,"27,841,064","2,784,106,400"
907,123420,선데이토즈,소프트웨어 개발 및 공급업,"9,569,842","4,784,921,000"
908,123570,이엠넷,광고업,"22,276,078","11,138,039,000"
909,123750,알톤스포츠,그외 기타 운송장비 제조업,"12,746,297","6,373,148,500"
910,123840,한일진공,특수 목적용 기계 제조업,"64,305,977","6,430,597,700"
911,123860,아나패스,반도체 제조업,"10,127,700","5,063,850,000"
912,124500,아이티센,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","19,907,333","9,953,666,500"
913,124560,태웅로직스,기타 운송관련 서비스업,"17,650,000","1,765,000,000"
914,125210,아모그린텍,전자부품 제조업,"16,496,790","8,248,395,000"
915,126600,코프라,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000"
916,126640,화신정공,자동차 신품 부품 제조업,"36,373,887","3,637,388,700"
917,126700,하이비젼시스템,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000"
918,126870,뉴로스,일반 목적용 기계 제조업,"24,305,785","12,152,892,500"
919,126880,제이엔케이히터,일반 목적용 기계 제조업,"22,823,225","11,411,612,500"
920,127120,디엔에이링크,자연과학 및 공학 연구개발업,"13,268,377","6,634,188,500"
921,127160,매직마이크로,전자부품 제조업,"64,669,972","6,466,997,200"
922,127710,아시아경제,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,508,734","12,754,367,000"
923,128540,에코캡,자동차 신품 부품 제조업,"14,558,800","1,455,880,000"
924,128660,피제이메탈,1차 비철금속 제조업,"24,803,369","12,401,684,500"
925,130500,GH신소재,기타 섬유제품 제조업,"11,000,000","5,500,000,000"
926,130580,나이스디앤비,기타 사업지원 서비스업,"15,400,000","7,700,000,000"
927,130740,티피씨글로벌,자동차 신품 부품 제조업,"10,324,479","5,162,239,500"
928,131030,디에이치피코리아,의약품 제조업,"16,564,797","8,282,398,500"
929,131090,시큐브,소프트웨어 개발 및 공급업,"40,000,000","4,000,000,000"
930,131100,스카이이앤엠,상품 종합 도매업,"29,269,084","2,926,908,400"
931,131180,딜리,컴퓨터 및 주변장치 제조업,"29,350,000","2,935,000,000"
932,131220,대한과학,기계장비 및 관련 물품 도매업,"7,454,490","3,727,245,000"
933,131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500"
934,131370,알서포트,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300"
935,131390,피앤이솔루션,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,818,910","7,409,455,000"
936,131400,액트,전자부품 제조업,"22,891,045","11,445,522,500"
937,131760,파인텍,특수 목적용 기계 제조업,"42,924,063","21,462,031,500"
938,131970,테스나,"그외 기타 전문, 과학 및 기술 서비스업","7,424,141","3,712,070,500"
939,133750,메가엠디,일반 교습 학원,"23,097,077","11,548,538,500"
940,134060,이퓨쳐,"서적, 잡지 및 기타 인쇄물 출판업","4,769,250","2,384,625,000"
941,134580,디엠티,통신 및 방송 장비 제조업,"11,250,000","5,625,000,000"
942,136480,하림,"도축, 육류 가공 및 저장 처리업","106,209,702","53,104,851,000"
943,136510,쎄미시스코,특수 목적용 기계 제조업,"5,637,679","2,818,839,500"
944,136540,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,149,063","6,074,531,500"
945,137400,피엔티,특수 목적용 기계 제조업,"21,715,464","10,857,732,000"
946,137940,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","77,116,173","7,927,357,300"
947,137950,제이씨케미칼,기타 화학제품 제조업,"22,267,814","11,133,907,000"
948,138070,신진에스엠,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500"
949,138080,오이솔루션,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500"
950,138360,에이씨티,기타 화학제품 제조업,"23,361,984","11,680,992,000"
951,138580,비즈니스온,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000"
952,138610,나이벡,의료용품 및 기타 의약 관련제품 제조업,"9,902,979","4,951,489,500"
953,138690,엘아이에스,특수 목적용 기계 제조업,"16,026,971","8,013,485,500"
954,139050,데일리블록체인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","52,853,345","26,426,672,500"
955,139670,키네마스터,소프트웨어 개발 및 공급업,"13,546,307","6,773,153,500"
956,140070,서플러스글로벌,기계장비 및 관련 물품 도매업,"36,988,000","3,698,800,000"
957,140410,메지온,자연과학 및 공학 연구개발업,"8,705,952","4,352,976,000"
958,140520,대창스틸,1차 철강 제조업,"20,000,000","10,000,000,000"
959,140670,알에스오토메이션,전자부품 제조업,"9,103,140","4,551,570,000"
960,140860,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,668,055","3,334,027,500"
961,141000,비아트론,특수 목적용 기계 제조업,"12,114,710","6,057,355,000"
962,141020,포티스,무점포 소매업,"174,440,126","87,220,063,000"
963,141070,맥스로텍,특수 목적용 기계 제조업,"31,621,050","15,810,525,000"
964,141080,레고켐바이오,자연과학 및 공학 연구개발업,"23,683,806","11,841,903,000"
965,142210,유니트론텍,자동차 부품 및 내장품 판매업,"11,851,631","5,925,815,500"
966,142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"21,117,283","10,558,641,500"
967,142760,바이오리더스,자연과학 및 공학 연구개발업,"19,185,525","9,592,762,500"
968,143160,아이디스,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000"
969,143240,사람인에이치알,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,659,263","5,829,631,500"
970,143540,영우디에스피,특수 목적용 기계 제조업,"35,073,845","17,536,922,500"
971,144510,녹십자랩셀,"그외 기타 전문, 과학 및 기술 서비스업","10,554,054","5,277,027,000"
972,144960,뉴파워프라즈마,특수 목적용 기계 제조업,"41,351,685","4,135,168,500"
973,145020,휴젤,기초 의약물질 및 생물학적 제제 제조업,"12,670,135","6,385,067,500"
974,147760,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000"
975,147830,제룡산업,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,000,000","5,000,000,000"
976,148140,비디아이,일반 목적용 기계 제조업,"16,880,626","8,440,313,000"
977,148150,세경하이테크,전자부품 제조업,"11,642,000","5,821,000,000"
978,148250,알엔투테크놀로지,전자부품 제조업,"7,037,317","3,518,658,500"
979,149950,아바텍,전자부품 제조업,"15,607,500","8,153,750,000"
980,149980,하이로닉,의료용 기기 제조업,"14,099,995","1,409,999,500"
981,150840,인트로메딕,의료용 기기 제조업,"26,995,804","13,497,902,000"
982,150900,파수,소프트웨어 개발 및 공급업,"10,100,905","5,050,452,500"
983,151860,KG ETS,폐기물 처리업,"36,000,000","20,051,860,000"
984,151910,나노스,전자부품 제조업,"148,625,347","14,862,534,700"
985,153460,네이블커뮤니케이션즈,소프트웨어 개발 및 공급업,"6,530,014","3,265,007,000"
986,153490,우리이앤엘,반도체 제조업,"49,900,000","24,950,000,000"
987,153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"14,377,758","7,188,879,000"
988,154030,아시아종묘,작물 재배업,"9,530,732","4,765,366,000"
989,154040,솔루에타,전자부품 제조업,"12,980,146","6,490,073,000"
990,155650,와이엠씨,전자부품 제조업,"19,974,358","9,987,179,000"
991,156100,엘앤케이바이오,의료용 기기 제조업,"12,466,416","6,233,208,000"
992,158310,스타모빌리티,특수 목적용 기계 제조업,"12,071,642","6,035,821,000"
993,158430,아톤,소프트웨어 개발 및 공급업,"4,353,577","2,176,788,500"
994,159580,제로투세븐,생활용품 도매업,"20,032,636","10,016,318,000"
995,159910,스킨앤스킨,기타 화학제품 제조업,"139,052,735","13,905,273,500"
996,160550,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업","27,906,106","13,953,053,000"
997,160600,이큐셀,특수 목적용 기계 제조업,"60,136,203","30,068,101,500"
998,160980,싸이맥스,특수 목적용 기계 제조업,"10,924,243","5,462,121,500"
999,161570,THE MIDONG,영상 및 음향기기 제조업,"13,791,786","6,895,893,000"
1000,161580,필옵틱스,특수 목적용 기계 제조업,"18,860,101","9,430,050,500"
1001,164060,이루다,의료용 기기 제조업,"7,065,000","3,532,500,000"
1002,166090,하나머티리얼즈,반도체 제조업,"19,627,674","9,813,837,000"
1003,166480,코아스템,의약품 제조업,"15,717,440","7,858,720,000"
1004,168330,내츄럴엔도텍,자연과학 및 공학 연구개발업,"20,665,822","10,332,911,000"
1005,169330,마크로밀엠브레인,시장조사 및 여론조사업,"8,968,459","4,484,229,500"
1006,170030,현대공업,자동차 신품 부품 제조업,"15,340,000","7,670,000,000"
1007,170790,파이오링크,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000"
1008,170920,엘티씨,기초 화학물질 제조업,"7,519,943","3,759,971,500"
1009,171010,램테크놀러지,기초 화학물질 제조업,"11,606,968","5,803,484,000"
