Unnamed: 0,CODE,NAME,SECT._x,STOCK NO.,CAPT.,SECT._y
124,002840,미원상사,기타 화학제품 제조업,"4,970,000","6,661,780,000",화학
125,002870,신풍제지,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000",포장재
126,002880,대유에이텍,자동차 신품 부품 제조업,"106,915,987","53,457,993,500",자동차부품
127,002900,동양물산기업,특수 목적용 기계 제조업,"126,004,610","63,002,305,000",기계
128,002920,유성기업,자동차 신품 부품 제조업,"25,947,500","12,973,750,000",자동차부품
129,002960,한국쉘석유,석유 정제품 제조업,"1,300,000","7,000,000,000",석유와가스
130,002990,금호산업,건물 건설업,"36,633,924","184,630,950,000",건설
131,003000,부광약품,의약품 제조업,"64,837,978","33,289,457,500",제약
132,003010,혜인,기계장비 및 관련 물품 도매업,"12,712,747","6,356,373,500",기계
134,003060,에이프로젠제약,의약품 제조업,"398,575,766","199,287,883,000",제약
135,003070,코오롱글로벌,토목 건설업,"25,210,438","127,616,205,000",건설
136,003080,성보화학,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000",화학
138,003120,일성신약,의약품 제조업,"2,660,000","13,300,000,000",제약
139,003160,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","31,496,785","17,248,392,500",반도체와반도체장비
140,003200,일신방직,방적 및 가공사 제조업,"2,400,000","12,000,000,000","섬유,의류,신발,호화품"
141,003220,대원제약,의약품 제조업,"20,243,603","10,121,801,500",제약
142,003230,삼양식품,기타 식품 제조업,"7,533,015","37,665,075,000",식품
143,003240,태광산업,화학섬유 제조업,"1,113,400","5,567,000,000",화학
144,003280,흥아해운,해상 운송업,"116,732,559","58,366,279,500",해운사
145,003300,한일홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","5,994,356","31,342,450,000",건축자재
146,003350,한국화장품제조,기타 화학제품 제조업,"4,532,000","2,266,000,000",화장품
147,003410,쌍용양회공업,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000",건축자재
150,003480,한진중공업홀딩스,연료용 가스 제조 및 배관공급업,"29,529,812","155,149,060,000",가스유틸리티
151,003490,대한항공,항공 여객 운송업,"174,209,713","876,602,535,000",항공사
152,003520,영진약품,의약품 제조업,"182,892,731","91,446,365,500",제약
156,003560,아이에이치큐,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000",방송과엔터테인먼트
157,003570,S&T중공업,자동차 신품 부품 제조업,"33,252,697","85,631,742,500",자동차부품
158,003580,넥스트사이언스,기타 비금속광물 광업,"32,012,942","16,006,471,000",건축자재
159,003610,방림,직물직조 및 직물제품 제조업,"42,314,090","21,157,045,000","섬유,의류,신발,호화품"
160,003620,쌍용자동차,자동차용 엔진 및 자동차 제조업,"149,840,002","749,200,010,000",자동차
161,003650,미창석유공업,석유 정제품 제조업,"1,739,672","8,698,360,000",석유와가스
162,003670,포스코케미칼,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000",화학
163,003680,한성기업,수산물 가공 및 저장 처리업,"6,209,515","31,047,575,000",식품
164,003690,코리안리,재 보험업,"120,369,116","60,184,558,000",손해보험
165,003720,삼영화학공업,플라스틱제품 제조업,"34,000,000","17,000,000,000",화학
