Unnamed: 0,CODE,NAME,SECT.,STOCK NO.,CAPT.,2017.12,2018.12,2019.12,2020.12(E),2019.06,2019.09,2019.12,2020.03,2020.06,2020.09(E)
199,004830,덕성,플라스틱제품 제조업,"15,680,000","8,536,000,000",18.0,-23.0,5.0,N/A,1,-7.0,1.0,10.0,17.0,N/A
201,004870,티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","76,680,855","38,340,427,500",455,433,-238,N/A,-273.0,-109.0,-219.0,-232.0,-495.0,N/A
202,004890,동일산업,1차 철강 제조업,"2,425,215","12,126,075,000",235.0,173.0,-10.0,N/A,20.0,8.0,-52.0,-2.0,13.0,N/A
203,004910,조광페인트,기타 화학제품 제조업,"12,800,000","6,400,000,000",52.0,1.0,-4.0,N/A,23.0,-9.0,-6.0,-15.0,-7.0,N/A
204,004920,씨아이테크,그외 기타 제품 제조업,"24,070,772","12,035,386,000",-29,-20,-31,N/A,-18.0,-6.0,-4.0,-3.0,-13.0,N/A
205,004960,한신공영,건물 건설업,"11,570,702","57,853,510,000",1333.0,2145.0,1245.0,N/A,153.0,242.0,608.0,286.0,262.0,N/A
206,004970,신라교역,어로 어업,"16,000,000","8,000,000,000",294.0,74.0,-42.0,N/A,13.0,-26.0,-79.0,13.0,-30.0,N/A
207,004980,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,516,073","128,508,590,000",328,298.0,208.0,117.0,-70.0,227.0,14.0,37.0,-144.0,167.0
209,005010,휴스틸,1차 철강 제조업,"7,621,668","38,108,340,000",227.0,179.0,-129.0,N/A,34.0,30.0,-3.0,-190.0,-11.0,N/A
210,005030,부산주공,자동차 신품 부품 제조업,"42,397,604","21,198,802,000",-23,-69,-89,N/A,11.0,-,-17.0,-76.0,-16.0,N/A
211,005070,코스모신소재,기타 화학제품 제조업,"29,247,965","29,247,965,000",85,151,-36.0,157,-17.0,-28.0,-11.0,16.0,22.0,37.0
212,005090,삼광글라스,유리 및 유리제품 제조업,"4,854,418","24,272,090,000",-170.0,-248.0,11.0,N/A,21.0,13.0,-4.0,32.0,12.0,N/A
213,005110,한창,기계장비 및 관련 물품 도매업,"34,790,269","17,395,134,500",45,56,74,N/A,86.0,24.0,-10.0,-26.0,-29.0,N/A
214,005180,빙그레,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000",347.0,393.0,458.0,509.0,62.0,206.0,204.0,-15.0,63.0,220.0
215,005190,동성화학,기초 화학물질 제조업,"5,335,564","5,531,244,000",82.0,68.0,253.0,266.0,54.0,62.0,87.0,51.0,90.0,N/A
217,005300,롯데칠성음료,비알코올음료 및 얼음 제조업,"7,993,460","4,384,385,000",754.0,850.0,1077.0,937.0,463.0,490.0,-69.0,63.0,293.0,509.0
218,005320,국동,생활용품 도매업,"38,026,114","19,013,057,000",-59,57,-42,N/A,15.0,25.0,-78.0,-4.0,-36.0,N/A
219,005360,모나미,생활용품 도매업,"18,897,307","18,897,307,000",76.0,69.0,18.0,N/A,-1.0,-5.0,7.0,4.0,-6.0,N/A
220,005380,현대자동차,자동차용 엔진 및 자동차 제조업,"213,668,187","1,488,993,125,000",45747.0,24222.0,36055.0,36612.0,8249.0,12377.0,3785.0,11644.0,8638.0,3062.0
221,005390,신성통상,기타 전문 도매업,"143,708,390","71,854,195,000",91,194,408,N/A,68.0,122.0,101.0,294.0,-68.0,N/A
222,005420,코스모화학,기타 화학제품 제조업,"26,110,825","26,110,825,000",207,62,-52,N/A,12.0,-21.0,-28.0,-15.0,16.0,N/A
223,005430,한국공항,기타 운송관련 서비스업,"3,166,355","15,831,775,000",270.0,247.0,220.0,N/A,29.0,55.0,87.0,50.0,-126.0,N/A
224,005440,현대그린푸드,종합 소매업,"97,704,482","48,852,241,000",871.0,1372.0,899.0,1106.0,281.0,300.0,49.0,311.0,220.0,322.0
225,005490,포스코,1차 철강 제조업,"87,186,835","482,403,125,000",46218.0,55426.0,38689.0,19427.0,10686.0,10398.0,5576.0,7053.0,1677.0,4363.0
226,005500,삼진제약,의약품 제조업,"13,900,000","13,900,000,000",469.0,595.0,441.0,N/A,139.0,118.0,36.0,104.0,100.0,N/A
227,005610,SPC삼립,기타 식품 제조업,"8,629,009","43,145,045,000",547.0,599.0,470.0,487.0,166.0,23.0,185.0,68.0,93.0,92.0
228,005680,삼영전자공업,전자부품 제조업,"20,000,000","10,000,000,000",89.0,131.0,46.0,67.0,21.0,14.0,-6.0,16.0,37.0,14.0
229,005690,파미셀,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",-46,3,20,N/A,9.0,-3.0,5.0,8.0,39.0,N/A
230,005720,넥센,고무제품 제조업,"53,543,977","28,572,288,500",734.0,1436.0,2251.0,N/A,692.0,605.0,419.0,319.0,-195.0,N/A
232,005750,대림비앤코,"내화, 비내화 요업제품 제조업","16,672,240","16,672,240,000",121.0,74.0,41.0,N/A,18.0,5.0,6.0,12.0,-15.0,N/A
233,005800,신영와코루,봉제의복 제조업,"900,000","4,500,000,000",60.0,8.0,14.0,N/A,2.0,-,13.0,-,13.0,N/A
235,005820,원림,직물직조 및 직물제품 제조업,"2,200,000","11,000,000,000",50.0,20,42.0,N/A,10.0,-,18.0,1.0,12.0,N/A
237,005850,에스엘,자동차 신품 부품 제조업,"48,203,277","24,101,638,500",634.0,46.0,436.0,688.0,-35.0,351.0,5.0,116.0,307.0,-
238,005870,휴니드테크놀러지스,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000",168,299,88.0,N/A,63.0,59.0,-11.0,-5.0,-24.0,N/A
239,005880,대한해운,해상 운송업,"24,427,109","122,135,545,000",949,1350,1288,1422,373.0,327.0,399.0,189.0,338.0,343.0
240,005930,삼성전자,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000",536450.0,588867.0,277685.0,325283.0,65971.0,77779.0,71603.0,64473.0,81463.0,90273.0
242,005950,이수화학,기초 화학물질 제조업,"15,278,000","76,390,000,000",311.0,74.0,94.0,442.0,113.0,98.0,-101.0,15.0,165.0,182.0
243,005960,동부건설,토목 건설업,"22,701,669","114,637,005,000",256,318.0,555.0,668.0,138.0,143.0,246.0,170.0,132.0,167.0
244,006040,동원산업,어로 어업,"3,677,641","18,388,205,000",2246.0,1777.0,1936.0,2638.0,576.0,578.0,582.0,199.0,624.0,692.0
245,006060,화승인더스트리,플라스틱제품 제조업,"55,320,000","27,660,000,000",948.0,577.0,1136.0,899.0,134.0,239.0,328.0,434.0,229.0,N/A
246,006090,사조오양,수산물 가공 및 저장 처리업,"9,422,739","47,113,695,000",242.0,125.0,226.0,N/A,56.0,84.0,71.0,51.0,65.0,N/A
247,006110,삼아알미늄,1차 비철금속 제조업,"11,000,000","5,500,000,000",35.0,55.0,64.0,N/A,18.0,18.0,9.0,17.0,22.0,N/A
252,006280,녹십자,의약품 제조업,"11,686,538","58,432,690,000",903.0,502.0,403.0,719.0,196.0,366.0,-173.0,61.0,156.0,442.0
253,006340,대원전선,절연선 및 케이블 제조업,"68,107,171","35,364,185,500",10,43,10,N/A,8.0,3.0,-7.0,4.0,15.0,N/A
254,006360,GS건설,건물 건설업,"80,097,804","400,489,020,000",3187.0,10645.0,7673.0,7262.0,2059.0,1877.0,1823,1710.0,1651.0,1942.0
255,006370,대구백화점,종합 소매업,"10,821,611","54,108,055,000",-131.0,-184.0,-142.0,N/A,-33.0,-43.0,-42.0,-48.0,-23.0,N/A
256,006380,카프로,기초 화학물질 제조업,"40,000,000","20,000,000,000",242.0,156.0,-474.0,N/A,33.0,-69.0,-105.0,-333.0,-149.0,N/A
257,006390,한일현대시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,821,290","84,106,450,000",249,205.0,352.0,387.0,215.0,130.0,56.0,-48.0,260.0,71.0
258,006400,삼성SDI,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000",1169.0,7150.0,4622.0,6396.0,1573.0,1660.0,201.0,540.0,1038.0,1972.0
259,006490,인스코비,전기 통신업,"98,630,240","49,315,120,000",-2,53,47.0,N/A,61.0,-,-14.0,-9.0,-8.0,N/A
260,006570,대림통상,기타 금속 가공제품 제조업,"15,225,000","16,425,000,000",20.0,-11.0,-25.0,N/A,7.0,-,-32.0,-17.0,-8.0,N/A
261,006650,대한유화,기초 화학물질 제조업,"6,500,000","41,000,000,000",2842.0,3188.0,1138.0,1254.0,-157.0,608.0,118.0,-457.0,724.0,548.0
262,006660,삼성공조,자동차 신품 부품 제조업,"8,126,314","4,063,157,000",43.0,-11.0,-41.0,N/A,-14.0,-13.0,-24.0,-4.0,-6.0,N/A
263,006740,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",33.0,181.0,109.0,N/A,37.0,28.0,27.0,38.0,30.0,N/A
266,006880,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,"11,828,858","5,914,429,000",38,-30,-3.0,N/A,-3.0,-23.0,20.0,11.0,21.0,N/A
267,006890,태경케미컬,기초 화학물질 제조업,"11,600,000","5,800,000,000",18.0,32.0,12.0,N/A,1.0,3.0,3.0,19.0,15.0,N/A
268,006980,우성사료,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",-19.0,-41,-36.0,N/A,-3.0,11.0,-21.0,-4.0,11.0,N/A
269,007070,GS리테일,종합 소매업,"77,000,000","77,000,000,000",1657.0,1803.0,2388.0,2933.0,770.0,906.0,499.0,888.0,592.0,885.0
270,007110,일신석재,"건축자재, 철물 및 난방장치 도매업","77,456,610","38,728,305,000",10,14,18.0,N/A,4.0,5.0,4.0,5.0,1,N/A
271,007120,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","129,484,148","12,948,414,800",-29,-14,1,N/A,-1.0,2.0,1.0,-2.0,1.0,N/A
272,007160,사조산업,어로 어업,"5,000,000","25,000,000,000",591.0,543.0,182.0,N/A,165.0,47.0,149.0,-179.0,2.0,N/A
273,007210,벽산,기타 비금속 광물제품 제조업,"68,560,000","34,280,000,000",216.0,99.0,-38,N/A,-6.0,-30.0,-4.0,4.0,36.0,N/A
274,007280,한국특수형강,1차 철강 제조업,"32,353,490","16,176,745,000",85,45,-82.0,N/A,-54.0,38.0,-17.0,-49.0,19.0,N/A
275,007310,오뚜기,기타 식품 제조업,"3,605,237","18,026,185,000",1461.0,1517.0,1483.0,1814.0,379.0,366.0,209.0,572.0,529.0,449.0
276,007340,디티알오토모티브,일차전지 및 축전지 제조업,"9,994,005","4,997,002,500",595.0,717.0,802.0,N/A,215.0,240.0,161.0,203.0,27.0,N/A
277,007460,에이프로젠 KIC,기타 금속 가공제품 제조업,"178,678,039","89,339,019,500",35,16,26,N/A,12.0,2.0,2.0,9.0,21.0,N/A
279,007570,일양약품,의약품 제조업,"19,085,664","48,826,860,000",244,167,325.0,N/A,78.0,89.0,61.0,68.0,75.0,N/A
280,007590,동방아그로,"비료, 농약 및 살균, 살충제 제조업","13,617,577","6,808,788,500",67.0,68.0,78.0,N/A,27.0,-41.0,-49.0,123.0,39.0,N/A
281,007610,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",15.0,11.0,-17.0,N/A,-3.0,-16.0,-2.0,-19.0,31.0,N/A
282,007630,폴루스바이오팜,상품 중개업,"39,311,572","19,655,786,000",-35,-96,-43,N/A,-17.0,-9.0,-10.0,-7.0,-3.0,N/A
283,007660,이수페타시스,전자부품 제조업,"41,268,398","41,268,398,000",-80.0,75.0,-240.0,171.0,-12.0,23.0,-197.0,-30.0,34.0,94.0
284,007690,국도화학,기초 화학물질 제조업,"5,810,616","29,053,080,000",565.0,686.0,421.0,N/A,103.0,83.0,110.0,97.0,155.0,N/A
285,007700,F&F,봉제의복 제조업,"15,400,000","7,700,000,000",981.0,915.0,1507.0,1299.0,289.0,325.0,704.0,173.0,205.0,254.0
286,007810,코리아써키트,전자부품 제조업,"23,620,751","13,684,570,000",111,-179,139,339,-11.0,15.0,57.0,77.0,89.0,80.0
288,007980,태평양물산,봉제의복 제조업,"48,149,587","24,955,871,000",237,325.0,432.0,385.0,96.0,295.0,18.0,4.0,-82.0,290.0
289,008040,사조동아원,"곡물가공품, 전분 및 전분제품 제조업","141,144,600","70,572,300,000",293,248,125,N/A,44.0,21.0,17.0,40.0,57.0,N/A
290,008060,대덕,전자부품 제조업,"28,590,047","14,901,202,000",306.0,348.0,464.0,N/A,91.0,227.0,62.0,84.0,-4.0,N/A
291,008110,대동전자,통신 및 방송 장비 제조업,"10,490,447","5,245,223,500",-3,-2,17.0,N/A,6.0,11.0,14.0,-14.0,-9.0,N/A
292,008250,이건산업,나무제품 제조업,"10,952,635","54,763,175,000",160.0,237.0,96.0,N/A,34.0,57.0,7.0,-1.0,40.0,N/A
293,008260,NI스틸,1차 철강 제조업,"28,600,117","14,300,058,500",156.0,165.0,121.0,N/A,41.0,34.0,10.0,26.0,55.0,N/A
294,008350,남선알미늄,1차 비철금속 제조업,"110,179,090","55,243,490,000",208,94,116,N/A,16.0,39.0,6.0,54.0,23.0,N/A
295,008420,문배철강,1차 철강 제조업,"20,503,505","10,251,752,500",65.0,33.0,26.0,N/A,8.0,6.0,4.0,4.0,4.0,N/A
296,008490,서흥,기타 화학제품 제조업,"11,569,113","6,084,556,500",373.0,393.0,474.0,685.0,136.0,125.0,88.0,185.0,213.0,168.0
297,008500,일정실업,편조원단 제조업,"1,200,000","6,000,000,000",-64.0,-84,-163,N/A,-42.0,-33.0,-59.0,-29.0,-17.0,N/A
299,008600,윌비스,생활용품 도매업,"64,894,721","70,540,861,000",70,34,-197,N/A,3.0,6.0,19.0,-225.0,25.0,N/A
300,008700,아남전자,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",35,-120,31,N/A,9,15.0,2.0,-13.0,14.0,N/A
301,008730,율촌화학,플라스틱제품 제조업,"24,800,000","14,776,380,000",404.0,178.0,258.0,N/A,53.0,74.0,76.0,88.0,57.0,N/A
302,008770,호텔신라,기타 상품 전문 소매업,"39,248,121","200,000,000,000",731.0,2091.0,2959.0,-1788.0,792.0,574.0,776.0,-668.0,-634.0,-406.0
303,008870,금비,유리 및 유리제품 제조업,"1,000,000","5,000,000,000",117.0,127.0,124.0,N/A,39.0,25.0,9.0,23.0,12.0,N/A
305,008970,동양철관,1차 철강 제조업,"118,885,290","59,442,645,000",-65,-40,37,N/A,12.0,10.0,21.0,15.0,37.0,N/A
306,009070,케이씨티시,도로 화물 운송업,"30,000,000","15,000,000,000",116.0,150.0,190.0,N/A,51.0,65.0,51.0,23.0,36.0,N/A
307,009140,경인전자,전자부품 제조업,"1,570,797","7,853,985,000",-7.0,-17.0,-16.0,N/A,-4,-3.0,-4.0,-5.0,5.0,N/A
308,009150,삼성전기,전자부품 제조업,"74,693,696","388,003,400,000",3062.0,11499.0,7340.0,6649.0,1903.0,1452.0,1802.0,1661.0,1646.0,958.0
309,009160,SIMPAC,특수 목적용 기계 제조업,"65,429,516","32,714,758,000",117.0,102.0,111.0,N/A,57.0,34.0,69.0,-49.0,16.0,N/A
310,009180,한솔로지스틱스,기타 운송관련 서비스업,"27,477,425","14,340,941,000",23.0,39.0,95.0,N/A,29.0,28.0,19.0,28.0,38.0,N/A
311,009190,대양금속,1차 철강 제조업,"29,565,939","14,782,969,500",129,75,32,N/A,12.0,15.0,-2.0,7.0,-4.0,N/A
312,009200,무림페이퍼,"펄프, 종이 및 판지 제조업","41,609,310","104,023,275,000",698.0,1241.0,688.0,N/A,225.0,246.0,142.0,76.0,164.0,N/A
313,009240,한샘,생활용품 도매업,"23,533,928","23,533,928,000",1405.0,560.0,558.0,875.0,185.0,84.0,71.0,217.0,171.0,175.0
314,009270,신원,봉제의복 제조업,"85,042,499","42,566,619,500",8,15,90,N/A,37.0,12.0,19.0,13.0,-61.0,N/A
315,009290,광동제약,의약품 제조업,"52,420,851","52,420,851,000",357.0,339.0,418.0,N/A,142.0,85.0,67.0,110.0,137.0,N/A
316,009310,참엔지니어링,특수 목적용 기계 제조업,"55,361,480","28,105,738,500",297,139,-136,N/A,-38.0,-68.0,-14.0,-17.0,-40.0,N/A
317,009320,대우부품,자동차 신품 부품 제조업,"47,646,375","23,823,187,500",30,21,-10.0,N/A,3.0,-2.0,-3.0,-8.0,1.0,N/A
318,009410,태영건설,토목 건설업,"76,400,000","39,478,740,000",3111.0,4582.0,3912.0,N/A,1106.0,1313.0,511.0,982.0,1078.0,1161.0
319,009420,한올바이오파마,의약품 제조업,"52,240,638","26,120,319,000",35,55,171,156,70.0,45.0,30.0,28.0,16.0,41.0
321,009450,경동나비엔,가정용 기기 제조업,"12,739,510","12,739,510,000",478.0,408.0,448.0,710.0,75.0,92.0,203.0,125.0,137.0,N/A
322,009460,한창제지,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000",175.0,117.0,109.0,N/A,26.0,33.0,25.0,31.0,37.0,N/A
323,009470,삼화전기,전자부품 제조업,"6,613,820","6,613,820,000",86.0,70.0,51.0,N/A,33.0,19.0,-19.0,8.0,6.0,N/A
324,009540,한국조선해양,선박 및 보트 건조업,"70,773,116","353,865,580,000",146,-4814,2902,3444.0,555.0,303.0,1699.0,1217.0,930.0,628.0
325,009580,무림P&P,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000",447.0,1022.0,494.0,290.0,171.0,73.0,52.0,36.0,155.0,50.0
326,009680,모토닉,자동차 신품 부품 제조업,"33,000,000","16,500,000,000",128.0,59.0,97.0,N/A,17.0,39.0,23.0,30.0,10.0,N/A
327,009770,삼정펄프,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000",77.0,-43,67.0,N/A,17.0,25.0,33.0,46.0,43.0,N/A
328,009810,엔케이물산,기타 전문 도매업,"83,578,428","41,789,214,000",-27,-12,-14,N/A,-5.0,-3.0,-4.0,-2.0,-7.0,N/A
329,009830,한화솔루션,기초 화학물질 제조업,"159,864,497","821,170,655,000",7564.0,3543.0,3783.0,5881.0,975.0,1525.0,300.0,1590.0,1285.0,1655.0
331,010040,한국내화,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",108.0,115.0,90.0,N/A,23.0,14.0,21.0,-12.0,19.0,N/A
333,010060,OCI,기초 화학물질 제조업,"23,849,371","127,246,855,000",2844.0,1587.0,-1806,-1227,-199.0,-564.0,-642.0,-929.0,-443.0,-20.0
334,010100,한국프랜지공업,자동차 신품 부품 제조업,"30,450,420","30,450,420,000",-171,20,149.0,N/A,26.0,11.0,48.0,64.0,63.0,N/A
335,010120,엘에스일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","30,000,000","150,000,000,000",1584.0,2050.0,1685.0,1691.0,287.0,435.0,532.0,432.0,405.0,448.0
336,010130,고려아연,1차 비철금속 제조업,"18,870,000","94,350,000,000",8948.0,7647.0,8053.0,7914.0,1775.0,2421.0,2088.0,1769.0,2043.0,2054.0
337,010140,삼성중공업,선박 및 보트 건조업,"630,000,000","3,150,574,225,000",-5242,-4093,-6166,-6923,-563.0,-3120.0,-2150.0,-478.0,-7077.0,-563.0
338,010400,우진아이엔에스,건물설비 설치 공사업,"7,622,000","3,811,000,000",228,180.0,9.0,N/A,-27.0,30.0,27.0,-22.0,-16.0,N/A
339,010420,한솔피엔에스,기타 전문 도매업,"20,493,012","10,246,506,000",34.0,50.0,40.0,N/A,14.0,3.0,11.0,11.0,6.0,N/A
340,010580,지코,자동차 신품 부품 제조업,"64,581,636","32,290,818,000",-29,25,-46,N/A,-6.0,-17.0,-26.0,-15.0,-22.0,N/A
341,010600,웰바이오텍,상품 중개업,"43,229,886","21,614,943,000",-51,-85,-114,N/A,-14.0,-36.0,-24.0,-39.0,-20.0,N/A
342,010620,현대미포조선,선박 및 보트 건조업,"39,942,149","199,710,745,000",1079,709.0,926.0,962.0,262.0,319.0,237.0,108.0,336.0,268.0
343,010640,진양폴리우레탄,플라스틱제품 제조업,"10,000,000","5,000,000,000",-8,11,31.0,N/A,9.0,9.0,5.0,6.0,7.0,N/A
344,010660,화천기계,특수 목적용 기계 제조업,"22,000,000","11,000,000,000",3.0,-31.0,-93.0,N/A,4.0,-17.0,-61.0,-15.0,-8.0,N/A
345,010690,화신,자동차 신품 부품 제조업,"34,920,410","17,460,205,000",-228.0,-211.0,19.0,N/A,20.0,82.0,-47.0,-122.0,-196.0,N/A
346,010770,평화홀딩스,자동차 신품 부품 제조업,"14,625,466","7,312,733,000",-60.0,-248.0,-36.0,N/A,-39.0,-43.0,-41.0,87.0,-15.0,N/A
347,010780,아이에스동서,"내화, 비내화 요업제품 제조업","30,892,606","15,446,303,000",3245.0,3802.0,662.0,1978.0,145.0,74.0,296.0,147.0,270.0,591.0
348,010820,퍼스텍,무기 및 총포탄 제조업,"48,061,460","24,030,730,000",11,-221,-47.0,N/A,-54.0,35.0,-11.0,-17.0,-17.0,N/A
349,010950,S-Oil,석유 정제품 제조업,"112,582,792","291,511,797,500",13733.0,6395.0,4201.0,-6808.0,-905.0,2307.0,95.0,-10073.0,-1643.0,2645.0
350,010960,삼호개발,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",242.0,244.0,236.0,N/A,51.0,80.0,85.0,31.0,35.0,N/A
351,011000,진원생명과학,의약품 제조업,"44,618,808","44,618,808,000",-249,-113,-82,N/A,-22.0,-37.0,-5.0,-18.0,-29.0,N/A
352,011070,LG이노텍,전자부품 제조업,"23,667,107","118,335,535,000",2965.0,2635.0,4031.0,5837.0,188.0,1865.0,2093.0,1380.0,429.0,1102.0
353,011090,에넥스,가구 제조업,"59,991,641","29,995,820,500",35.0,9.0,-28,N/A,-42.0,40.0,-30.0,-14.0,-24.0,N/A
354,011150,CJ씨푸드,기타 식품 제조업,"35,930,773","18,065,386,500",66,41,37.0,N/A,6.0,6.0,23.0,17.0,6.0,N/A
355,011170,롯데케미칼,기초 화학물질 제조업,"34,275,419","171,377,095,000",29297.0,19462.0,11073.0,2832.0,3461.0,3146.0,1508.0,-860.0,329.0,1427.0
356,011200,HMM,해상 운송업,"326,726,323","1,633,631,615,000",-4068,-5587,-2997,N/A,-1057.0,-1129.0,-466.0,-345.0,-20.0,N/A
357,011210,현대위아,자동차 신품 부품 제조업,"27,195,083","135,975,415,000",167.0,50.0,1019.0,1046.0,299.0,373.0,202.0,845.0,-386.0,165.0
358,011230,삼화전자공업,영상 및 음향기기 제조업,"10,457,940","10,457,940,000",-68,-32,-2,N/A,-,2.0,-4.0,-9.0,-4.0,N/A
359,011280,태림포장,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000",33,357.0,208.0,N/A,98.0,68.0,-23.0,39.0,5.0,N/A
360,011300,성안,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",-50,-107,-130,N/A,-5.0,3.0,-31.0,-98.0,8.0,N/A
361,011330,유니켐,"가죽, 가방 및 유사제품 제조업","68,710,343","34,355,171,500",36,132,179,N/A,46.0,43.0,47.0,42.0,27.0,N/A
362,011390,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000",68.0,45.0,86.0,N/A,35.0,21.0,15.0,12.0,16.0,N/A
363,011420,갤럭시아에스엠,스포츠 서비스업,"27,549,644","13,774,822,000",-35,-67,-5,N/A,-9.0,-2.0,5.0,1.0,-2.0,N/A
364,011500,한농화성,기타 화학제품 제조업,"15,637,042","7,818,521,000",79.0,57.0,120.0,N/A,17.0,41.0,38.0,35.0,39.0,N/A
365,011690,유양디앤유,반도체 제조업,"58,494,201","29,247,100,500",-32,-184,-51,N/A,-35.0,-1.0,-4.0,-11.0,-23.0,N/A
366,011700,한신기계공업,일반 목적용 기계 제조업,"32,446,151","16,223,075,500",62.0,48.0,22.0,N/A,3.0,5.0,5.0,9.0,8.0,N/A
367,011760,현대종합상사,상품 종합 도매업,"13,228,966","66,144,830,000",340.0,505.0,435.0,346.0,116.0,130.0,66.0,142.0,38.0,80.0
368,011780,금호석유화학,기초 화학물질 제조업,"30,467,691","167,455,885,000",2626.0,5546.0,3678.0,4959.0,1389.0,687.0,159.0,1331.0,1201.0,1347.0
369,011790,SKC,기타 화학제품 제조업,"37,534,555","187,672,775,000",1757.0,2011.0,1551.0,2052.0,482.0,405.0,301.0,274.0,499.0,628.0
370,011810,STX,상품 종합 도매업,"19,726,902","49,317,255,000",441,-148,17,N/A,18.0,126.0,-136.0,3.0,38.0,N/A
371,011930,신성이엔지,반도체 제조업,"184,525,352","92,372,676,000",-58,-42,97,230,28.0,14.0,26.0,49.0,34.0,N/A
372,012030,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","201,173,933","100,586,966,500",38,16,185.0,N/A,48.0,45.0,34.0,78.0,86.0,N/A
373,012160,영흥,1차 철강 제조업,"85,826,509","42,913,254,500",11.0,-17.0,34.0,N/A,-11.0,4.0,2.0,-14.0,-81.0,N/A
374,012170,키위미디어그룹,"영화, 비디오물, 방송프로그램 제작 및 배급업","197,284,650","98,642,325,000",-43,-132,-108,N/A,-15.0,-41.0,4.0,-56.0,-22.0,N/A
375,012200,계양전기,일반 목적용 기계 제조업,"32,600,000","17,000,000,000",113.0,87.0,32.0,N/A,15.0,16.0,-,-,-2.0,N/A
376,012280,영화금속,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",72.0,11,20.0,N/A,11.0,-2.0,1.0,3.0,-23.0,N/A
378,012330,현대모비스,자동차 신품 부품 제조업,"95,054,694","490,969,315,000",20249.0,20250.0,23593.0,16482.0,6272.0,6039.0,6344.0,3609.0,1687.0,4876.0
379,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","50,630,000","265,650,000,000",829,532,1652,2056,788.0,571.0,351.0,32.0,702.0,660.0
380,012510,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","29,672,700","14,836,350,000",505.0,540.0,668.0,772.0,152.0,134.0,243.0,163.0,176.0,166.0
381,012600,청호컴넷,일반 목적용 기계 제조업,"8,576,351","42,881,755,000",-56,-60,-80,N/A,-17.0,-20.0,-30.0,-13.0,-8.0,N/A
382,012610,경인양행,기초 화학물질 제조업,"41,196,365","20,598,182,500",74.0,197.0,236.0,N/A,93.0,36.0,71.0,27.0,7.0,N/A
384,012690,모나리자,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500",50.0,-25.0,28.0,N/A,8.0,4.0,13.0,34.0,29.0,N/A
385,012750,에스원,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",2026.0,1991.0,1968.0,2140.0,591.0,492.0,425.0,479.0,646.0,533.0
386,012800,대창,1차 비철금속 제조업,"91,140,499","45,570,249,500",406.0,173.0,170.0,N/A,47.0,6.0,59,-20.0,46.0,N/A
387,013000,세우글로벌,기타 전문 도매업,"28,705,031","14,352,515,500",17,5,11,N/A,2.0,4.0,-2.0,7.0,2.0,N/A
388,013360,일성건설,토목 건설업,"54,024,880","27,012,440,000",129.0,99,74.0,N/A,23.0,14.0,21.0,9.0,31.0,N/A
389,013520,화승알앤에이,자동차 신품 부품 제조업,"64,561,210","32,280,605,000",358.0,539.0,650.0,N/A,133.0,215.0,137.0,165.0,76.0,N/A
391,013580,계룡건설산업,토목 건설업,"8,930,907","44,654,535,000",1150,1537.0,1359.0,N/A,240.0,420.0,298.0,401.0,246.0,N/A
392,013700,까뮤이앤씨,건물 건설업,"45,152,280","22,576,140,000",101.0,41.0,148.0,N/A,47.0,59.0,55.0,-13.0,18.0,N/A
393,013870,지엠비코리아,자동차 신품 부품 제조업,"19,072,280","9,536,140,000",135.0,41.0,85.0,N/A,29.0,-17.0,73.0,4.0,-88.0,N/A
394,013890,지누스,가구 제조업,"14,406,749","7,203,374,500",872,531,1039.0,1308.0,199.0,320.0,296.0,233.0,288.0,394.0
