Unnamed: 0,CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
99,002220,한일철강,1차 철강 제조업,"22,841,537","11,420,768,500",1810,1785,,16.09,7643.0,,,1.3,94464.0,
100,002240,고려제강,1차 철강 제조업,"20,000,000","20,000,000,000",15700,15850,,6.78,3805.0,8.0,3398.0,0.9,28718.0,
101,002270,롯데푸드,낙농제품 및 식용빙과류 제조업,"1,131,870","5,659,350,000",328500,329000,,36.53,1255.0,,,0.34,135482.0,
102,002310,아세아제지,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000",28900,28750,,,-526.0,10.0,545.0,0.57,9045.0,
103,002320,한진,도로 화물 운송업,"11,974,656","59,873,280,000",45750,46250,,4.52,2040.0,,,0.41,22445.0,
104,002350,넥센타이어,고무제품 제조업,"97,667,877","54,083,938,500",5440,5280,,36.8,538.0,,,0.71,27929.0,
105,002360,SH에너지화학,기초 화학물질 제조업,"111,133,730","55,566,865,000",836,843,,,-76.0,,,0.73,2821.0,
106,002380,케이씨씨,기타 화학제품 제조업,"8,886,471","48,084,660,000",142500,136500,,11.63,1729.0,,,0.4,49852.0,
107,002390,한독,의약품 제조업,"13,763,533","6,881,766,500",38800,38750,,29.59,2190.0,,,4.3,15085.0,
110,002450,삼익악기,악기 제조업,"90,530,915","45,265,457,500",1445,1435,,3.69,7832.0,,,0.87,33299.0,
111,002460,화성산업,건물 건설업,"12,450,800","62,254,000,000",12800,12600,,4.86,2282.0,,,0.21,53729.0,
112,002600,조흥,기타 식품 제조업,"600,000","3,000,000,000",154500,154000,,3.41,21952.0,,,0.18,407624.0,
114,002630,오리엔트바이오,의약품 제조업,"101,798,996","50,899,498,000",907,843,,,-56.0,,,0.65,1528.0,
115,002690,동일제강,1차 철강 제조업,"15,000,000","7,500,000,000",1915,1900,,55.02,289.0,,,1.43,11091.0,
116,002700,신일전자,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500",1850,1885,,17.66,216.0,,,0.99,3861.0,
117,002710,TCC스틸,1차 철강 제조업,"23,000,000","23,000,000,000",2425,2185,,12.02,667.0,,,1.07,7515.0,
118,002720,국제약품,의약품 제조업,"18,400,520","18,400,520,000",11800,11000,,4.51,13312.0,,,0.52,115503.0,
119,002760,보락,기타 화학제품 제조업,"59,900,000","11,980,000,000",1890,1895,,3.93,4777.0,,,0.3,62260.0,
120,002780,진흥기업,토목 건설업,"145,471,745","73,311,885,500",2370,2400,,,-461.0,,,4.84,2736.0,
121,002790,아모레퍼시픽그룹,기타 화학제품 제조업,"82,458,180","47,997,075,000",55100,57400,,,-535.0,,,0.25,7148.0,
122,002810,삼영무역,기타 전문 도매업,"18,466,948","9,233,474,000",13100,13050,,56.76,281.0,,,0.23,69270.0,
123,002820,선창산업,나무제품 제조업,"12,607,989","12,607,989,000",3475,3405,,10.09,32814.0,,,0.43,773121.0,
124,002840,미원상사,기타 화학제품 제조업,"4,970,000","6,661,780,000",88000,83700,,4.16,6919.0,,,0.43,66436.0,
125,002870,신풍제지,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000",1470,1520,,209.5,221.0,213.0,217.0,0.62,74648.0,
126,002880,대유에이텍,자동차 신품 부품 제조업,"106,915,987","53,457,993,500",663,673,,5.17,1025.0,9.0,581.0,0.35,15295.0,
128,002920,유성기업,자동차 신품 부품 제조업,"25,947,500","12,973,750,000",2540,2465,,,-43.0,,,0.98,866.0,
129,002960,한국쉘석유,석유 정제품 제조업,"1,300,000","7,000,000,000",235500,235000,,,-49619.0,,,0.27,510847.0,
130,002990,금호산업,건물 건설업,"36,633,924","184,630,950,000",7500,7510,,19.36,1999.0,,,1.58,24441.0,
131,003000,부광약품,의약품 제조업,"64,837,978","33,289,457,500",38150,37350,,8.26,770.0,,,2.22,2870.0,
132,003010,혜인,기계장비 및 관련 물품 도매업,"12,712,747","6,356,373,500",5300,5280,,,-2758.0,,,1.16,53947.0,
135,003070,코오롱글로벌,토목 건설업,"25,210,438","127,616,205,000",10700,10200,,13.71,105.0,,,0.53,2705.0,
136,003080,성보화학,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000",4650,4630,,6.4,1961.0,,,0.4,31566.0,
138,003120,일성신약,의약품 제조업,"2,660,000","13,300,000,000",84200,84800,,14.37,10719.0,,,0.73,209871.0,
139,003160,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","31,496,785","17,248,392,500",4290,4400,,,-5519.0,,,0.95,25752.0,
140,003200,일신방직,방적 및 가공사 제조업,"2,400,000","12,000,000,000",69900,69600,,,-107.0,,,1.64,510.0,
141,003220,대원제약,의약품 제조업,"20,243,603","10,121,801,500",21550,21300,,40.0,48.0,,,0.22,8611.0,
142,003230,삼양식품,기타 식품 제조업,"7,533,015","37,665,075,000",126000,126500,,24.17,78.0,,,1.96,962.0,
145,003300,한일홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","5,994,356","31,342,450,000",46250,46000,,,-2.0,,,0.42,5176.0,
146,003350,한국화장품제조,기타 화학제품 제조업,"4,532,000","2,266,000,000",43000,42700,,,-103.0,,,2.88,3755.0,
147,003410,쌍용양회공업,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000",5470,5360,,105.28,18.0,,,2.6,728.0,
150,003480,한진중공업홀딩스,연료용 가스 제조 및 배관공급업,"29,529,812","155,149,060,000",3455,3550,,23.42,101.0,,,3.49,678.0,
151,003490,대한항공,항공 여객 운송업,"174,209,713","876,602,535,000",18750,19000,,49.68,1109.0,65.0,848.0,1.51,36586.0,
156,003560,아이에이치큐,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000",1440,1475,,7.42,1780.0,,,0.66,20073.0,
157,003570,S&T중공업,자동차 신품 부품 제조업,"33,252,697","85,631,742,500",5040,5050,,,-2116.0,,,0.19,18320.0,
159,003610,방림,직물직조 및 직물제품 제조업,"42,314,090","21,157,045,000",1720,1735,,11.32,7356.0,,,1.79,46653.0,
161,003650,미창석유공업,석유 정제품 제조업,"1,739,672","8,698,360,000",59000,58700,,6.23,244.0,,,0.71,2135.0,
162,003670,포스코케미칼,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000",96800,98300,,41.62,16.0,,,0.7,951.0,
164,003690,코리안리,재 보험업,"120,369,116","60,184,558,000",7130,7170,,28.41,41.0,,,1.25,929.0,
165,003720,삼영화학공업,플라스틱제품 제조업,"34,000,000","17,000,000,000",1785,1685,,4.76,525.0,,,0.24,10615.0,
166,003780,진양산업,플라스틱제품 제조업,"13,000,000","6,500,000,000",3720,3690,,13.4,17532.0,,,3.64,64533.0,
167,003830,대한화섬,화학섬유 제조업,"1,328,000","6,640,000,000",86600,86700,,5.27,1416.0,4.0,1706.0,0.7,10609.0,
168,003850,보령제약,의약품 제조업,"47,620,000","23,810,000,000",17250,17450,,,-166.0,,,8.21,4592.0,
170,003960,사조대림,수산물 가공 및 저장 처리업,"9,164,467","45,822,335,000",14900,14900,,116.36,44.0,,,0.56,9094.0,
171,004000,롯데정밀화학,기초 화학물질 제조업,"25,800,000","129,000,000,000",46900,45700,,760.0,2.0,,,1.62,937.0,
172,004020,현대제철,1차 철강 제조업,"133,445,785","667,228,925,000",26600,25700,,4.92,2064.0,3.0,2918.0,0.54,18855.0,
173,004060,SG세계물산,상품 종합 도매업,"202,424,960","101,212,480,000",605,604,,,-125.0,,,0.61,7499.0,
174,004080,신흥,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000",9130,9100,,32.65,2594.0,,,0.38,224106.0,
177,004140,동방,기타 운송관련 서비스업,"34,636,700","34,636,700,000",1820,1900,,,-34.0,,,0.96,4564.0,
179,004170,신세계,종합 소매업,"9,845,181","49,225,905,000",209000,205500,,20.15,3440.0,,,0.22,309340.0,
180,004250,엔피씨,플라스틱제품 제조업,"36,720,000","21,000,000,000",3410,3410,,15.16,1428.0,,,2.1,10325.0,
181,004270,남성,기타 전문 도매업,"36,212,160","18,106,080,000",2680,2715,,13.52,9356.0,12.0,10909.0,3.19,39655.0,
182,004310,현대약품,의약품 제조업,"32,000,000","16,000,000,000",6130,6260,,4.34,158691.0,,,0.18,3826294.0,
183,004360,세방,도로 화물 운송업,"19,308,690","11,498,970,000",10000,10050,,,-496.0,,,1.05,246.0,
184,004370,농심,기타 식품 제조업,"6,082,642","30,413,210,000",372500,376500,,11.0,4229.0,,,0.28,163851.0,
185,004380,삼익THK,일반 목적용 기계 제조업,"21,000,000","10,500,000,000",10100,10200,,,-320.0,,,3.22,13260.0,
186,004410,서울식품공업,기타 식품 제조업,"337,410,000","33,963,450,000",156,159,,19.45,272.0,17.0,303.0,1.52,3484.0,
187,004430,송원산업,기타 화학제품 제조업,"24,000,000","12,000,000,000",13200,13250,,66.82,33.0,,,0.3,7345.0,
188,004440,대림씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업","12,731,947","12,731,947,000",7900,8060,,10.79,304.0,,,0.53,6232.0,
190,004490,세방전지,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000",31200,30350,,3.21,1104.0,,,0.27,13224.0,
191,004540,깨끗한나라,"펄프, 종이 및 판지 제조업","37,240,693","37,606,853,000",4035,4110,,,-11212.0,-4.0,-4471.0,1.16,16521.0,
192,004560,현대비앤지스틸,1차 철강 제조업,"15,078,811","75,943,315,000",7930,7540,,236.07,28.0,,,10.28,643.0,
193,004690,삼천리,연료용 가스 제조 및 배관공급업,"4,055,025","20,275,125,000",77100,77400,,12.0,160.0,,,0.37,5129.0,
194,004700,조광피혁,"가죽, 가방 및 유사제품 제조업","6,649,138","34,245,690,000",52000,53300,,9.87,1115.0,,,0.38,29124.0,
196,004720,우리들제약,의약품 제조업,"13,706,224","6,853,112,000",15000,14400,,,-495.0,,,1.61,911.0,
197,004770,써니전자,반도체 제조업,"34,845,011","18,372,505,500",3530,3610,,10.68,469.0,,,0.22,23147.0,
199,004830,덕성,플라스틱제품 제조업,"15,680,000","8,536,000,000",6080,6200,,,-784.0,,,1.75,2866.0,
202,004890,동일산업,1차 철강 제조업,"2,425,215","12,126,075,000",69000,69500,,14.96,116.0,,,0.36,4885.0,
203,004910,조광페인트,기타 화학제품 제조업,"12,800,000","6,400,000,000",5850,5610,,,-3395.0,,,2.64,1401.0,
204,004920,씨아이테크,그외 기타 제품 제조업,"24,070,772","12,035,386,000",1070,1090,,7.71,7615.0,,,0.35,167589.0,
205,004960,한신공영,건물 건설업,"11,570,702","57,853,510,000",15800,15500,,71.06,1351.0,114.0,841.0,5.92,16206.0,
206,004970,신라교역,어로 어업,"16,000,000","8,000,000,000",10300,10150,,,-2589.0,,,1.83,8738.0,
210,005030,부산주공,자동차 신품 부품 제조업,"42,397,604","21,198,802,000",339,339,,5.12,1380.0,,,0.32,22047.0,
211,005070,코스모신소재,기타 화학제품 제조업,"29,247,965","29,247,965,000",17100,16850,,,-31.0,,,1.29,1295.0,
214,005180,빙그레,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000",58900,59100,,7.01,528.0,,,1.18,3138.0,
215,005190,동성화학,기초 화학물질 제조업,"5,335,564","5,531,244,000",16100,16050,,4.48,19110.0,,,0.18,483302.0,
217,005300,롯데칠성음료,비알코올음료 및 얼음 제조업,"7,993,460","4,384,385,000",101000,101500,,24.13,717.0,,,2.53,6830.0,
218,005320,국동,생활용품 도매업,"38,026,114","19,013,057,000",3450,3350,,,-3341.0,,,0.29,1045090.0,
220,005380,현대자동차,자동차용 엔진 및 자동차 제조업,"213,668,187","1,488,993,125,000",170000,151500,,1.53,9782.0,,,0.35,42880.0,
221,005390,신성통상,기타 전문 도매업,"143,708,390","71,854,195,000",2085,2090,,7.02,6612.0,7.0,6848.0,0.79,58617.0,
222,005420,코스모화학,기타 화학제품 제조업,"26,110,825","26,110,825,000",11400,11100,,,-1590.0,-31.0,-844.0,0.21,124463.0,
223,005430,한국공항,기타 운송관련 서비스업,"3,166,355","15,831,775,000",35250,35000,,26.39,23.0,,,0.62,977.0,
224,005440,현대그린푸드,종합 소매업,"97,704,482","48,852,241,000",8230,8010,,11.71,780.0,,,0.94,9726.0,
225,005490,포스코,1차 철강 제조업,"87,186,835","482,403,125,000",198500,194500,,,-11649.0,,,0.44,221944.0,
227,005610,SPC삼립,기타 식품 제조업,"8,629,009","43,145,045,000",63000,64000,,,-601.0,,,0.61,1771.0,
228,005680,삼영전자공업,전자부품 제조업,"20,000,000","10,000,000,000",7920,7850,,,-234.0,,,0.69,2696.0,
229,005690,파미셀,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",22900,23000,,,-14384.0,18.0,11443.0,0.54,386376.0,
230,005720,넥센,고무제품 제조업,"53,543,977","28,572,288,500",4070,4100,,8.63,395.0,,,0.5,6782.0,
232,005750,대림비앤코,"내화, 비내화 요업제품 제조업","16,672,240","16,672,240,000",5140,5120,,,-110.0,,,0.99,2758.0,
235,005820,원림,직물직조 및 직물제품 제조업,"2,200,000","11,000,000,000",17200,17300,,63.23,99.0,,,1.99,3152.0,
237,005850,에스엘,자동차 신품 부품 제조업,"48,203,277","24,101,638,500",12400,12050,,42.08,240.0,,,0.28,36669.0,
238,005870,휴니드테크놀러지스,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000",6620,6700,,25.25,14911.0,17.0,21886.0,1.1,342527.0,
239,005880,대한해운,해상 운송업,"24,427,109","122,135,545,000",16600,16250,,73.91,138.0,,,1.14,8960.0,
240,005930,삼성전자,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000",57800,57600,,,-8.0,,,2.14,73.0,
242,005950,이수화학,기초 화학물질 제조업,"15,278,000","76,390,000,000",8970,8930,,8.55,1544.0,,,0.71,18466.0,
243,005960,동부건설,토목 건설업,"22,701,669","114,637,005,000",11700,11550,,60.0,128.0,,,0.35,21888.0,
245,006060,화승인더스트리,플라스틱제품 제조업,"55,320,000","27,660,000,000",6850,6900,,9.26,4473.0,,,0.53,78222.0,
247,006110,삼아알미늄,1차 비철금속 제조업,"11,000,000","5,500,000,000",6540,6150,,5.93,5120.0,,,0.39,78266.0,
252,006280,녹십자,의약품 제조업,"11,686,538","58,432,690,000",291000,279500,,14.13,289.0,,,0.88,4619.0,
254,006360,GS건설,건물 건설업,"80,097,804","400,489,020,000",26950,26650,,5.08,1487.0,,,0.28,26623.0,
255,006370,대구백화점,종합 소매업,"10,821,611","54,108,055,000",5600,5520,,22.0,3523.0,,,0.21,377824.0,
256,006380,카프로,기초 화학물질 제조업,"40,000,000","20,000,000,000",2740,2680,,22.52,2336.0,,,0.72,73364.0,
257,006390,한일현대시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,821,290","84,106,450,000",31450,30150,,22.84,440.0,,,1.13,8857.0,
258,006400,삼성SDI,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000",473500,486000,,,-115.0,,,3.03,4947.0,
259,006490,인스코비,전기 통신업,"98,630,240","49,315,120,000",2305,2225,,180.5,20.0,,,2.21,1634.0,
260,006570,대림통상,기타 금속 가공제품 제조업,"15,225,000","16,425,000,000",4555,4700,,60.7,100.0,,,1.46,4150.0,
261,006650,대한유화,기초 화학물질 제조업,"6,500,000","41,000,000,000",119000,116000,,,-802.0,,,0.57,1823.0,
262,006660,삼성공조,자동차 신품 부품 제조업,"8,126,314","4,063,157,000",6490,6390,,85.82,804.0,,,0.42,163096.0,
263,006740,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",3445,3435,,,-56.0,,,0.35,16283.0,
266,006880,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,"11,828,858","5,914,429,000",4040,4020,,,-273.0,,,0.67,1637.0,
267,006890,태경케미컬,기초 화학물질 제조업,"11,600,000","5,800,000,000",8110,8370,,2.45,6331.0,,,0.34,45052.0,
268,006980,우성사료,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",3410,3450,,21.79,468.0,,,0.32,32228.0,
269,007070,GS리테일,종합 소매업,"77,000,000","77,000,000,000",33350,33700,,22.49,353.0,,,0.52,15286.0,
271,007120,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","129,484,148","12,948,414,800",378,385,,,-2097.0,,,0.14,50422.0,
272,007160,사조산업,어로 어업,"5,000,000","25,000,000,000",32000,32600,,,-577.0,,,0.54,624.0,
274,007280,한국특수형강,1차 철강 제조업,"32,353,490","16,176,745,000",1560,1535,,,-235.0,,,3.2,5088.0,
275,007310,오뚜기,기타 식품 제조업,"3,605,237","18,026,185,000",573000,570000,,46.36,646.0,,,0.53,56654.0,
276,007340,디티알오토모티브,일차전지 및 축전지 제조업,"9,994,005","4,997,002,500",24400,24200,,,-455.0,,,2.46,614.0,
277,007460,에이프로젠 KIC,기타 금속 가공제품 제조업,"178,678,039","89,339,019,500",2710,2705,,14.15,4219.0,13.0,4433.0,0.94,63618.0,
279,007570,일양약품,의약품 제조업,"19,085,664","48,826,860,000",90900,88500,,5.67,2830.0,,,0.71,22483.0,
281,007610,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",2535,2505,,,-45.0,,,1.74,17460.0,
283,007660,이수페타시스,전자부품 제조업,"41,268,398","41,268,398,000",4270,4390,,,-16865.0,27.0,3732.0,0.71,143327.0,
284,007690,국도화학,기초 화학물질 제조업,"5,810,616","29,053,080,000",39700,39150,,,-317.0,,,1.37,2402.0,
285,007700,F&F,봉제의복 제조업,"15,400,000","7,700,000,000",89200,91600,,,-153.0,,,2.2,3771.0,
286,007810,코리아써키트,전자부품 제조업,"23,620,751","13,684,570,000",14850,15200,,15.58,9438.0,16.0,9468.0,0.55,266807.0,
288,007980,태평양물산,봉제의복 제조업,"48,149,587","24,955,871,000",1725,1725,,,-26.0,,,1.3,1616.0,
289,008040,사조동아원,"곡물가공품, 전분 및 전분제품 제조업","141,144,600","70,572,300,000",853,863,,,-687.0,,,1.93,5338.0,
290,008060,대덕,전자부품 제조업,"28,590,047","14,901,202,000",6620,6650,,52.79,663.0,,,0.35,99710.0,
291,008110,대동전자,통신 및 방송 장비 제조업,"10,490,447","5,245,223,500",4395,4205,,14.12,568.0,8.0,1054.0,0.42,18956.0,
292,008250,이건산업,나무제품 제조업,"10,952,635","54,763,175,000",7580,7480,,11.53,17081.0,17.0,11882.0,0.36,552135.0,
293,008260,NI스틸,1차 철강 제조업,"28,600,117","14,300,058,500",2250,2215,,50.84,597.0,,,1.9,15955.0,
294,008350,남선알미늄,1차 비철금속 제조업,"110,179,090","55,243,490,000",5080,5180,,34.67,1846.0,17.0,3720.0,1.63,39289.0,
295,008420,문배철강,1차 철강 제조업,"20,503,505","10,251,752,500",2790,2770,,16.99,462.0,,,0.32,24248.0,
296,008490,서흥,기타 화학제품 제조업,"11,569,113","6,084,556,500",58400,57800,,323.24,71.0,,,26.26,874.0,
