Unnamed: 0,CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
299,008600,윌비스,생활용품 도매업,"64,894,721","70,540,861,000",1265,1290,,4.21,966.0,,,0.22,18626.0,
300,008700,아남전자,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",1660,1675,,,-32.0,,,0.54,9525.0,
301,008730,율촌화학,플라스틱제품 제조업,"24,800,000","14,776,380,000",19000,19300,,18.71,5238.0,,,0.29,343598.0,
302,008770,호텔신라,기타 상품 전문 소매업,"39,248,121","200,000,000,000",71200,72100,,28.28,610.0,,,0.38,45649.0,
303,008870,금비,유리 및 유리제품 제조업,"1,000,000","5,000,000,000",56900,56800,,6.52,1832.0,8.0,1411.0,0.4,29776.0,
305,008970,동양철관,1차 철강 제조업,"118,885,290","59,442,645,000",1020,1030,,9.75,689.0,,,0.78,8628.0,
307,009140,경인전자,전자부품 제조업,"1,570,797","7,853,985,000",17300,17250,,3.75,4319.0,5.0,3505.0,0.42,38345.0,
308,009150,삼성전기,전자부품 제조업,"74,693,696","388,003,400,000",141000,141000,,18.35,3134.0,16.0,3627.0,1.51,38053.0,
309,009160,SIMPAC,특수 목적용 기계 제조업,"65,429,516","32,714,758,000",2405,2390,,8.14,1121.0,7.0,1394.0,0.52,17704.0,
310,009180,한솔로지스틱스,기타 운송관련 서비스업,"27,477,425","14,340,941,000",2310,2130,,189.79,47.0,,,0.48,18496.0,
311,009190,대양금속,1차 철강 제조업,"29,565,939","14,782,969,500",4115,4305,,3.41,3360.0,,,0.61,18909.0,
314,009270,신원,봉제의복 제조업,"85,042,499","42,566,619,500",1635,1645,,21.12,10012.0,,,0.67,314989.0,
315,009290,광동제약,의약품 제조업,"52,420,851","52,420,851,000",9340,9380,,7.44,928.0,,,0.78,8867.0,
316,009310,참엔지니어링,특수 목적용 기계 제조업,"55,361,480","28,105,738,500",1350,1350,,5.17,1643.0,,,0.47,18100.0,
317,009320,대우부품,자동차 신품 부품 제조업,"47,646,375","23,823,187,500",2520,2430,,13.28,454.0,,,0.61,9889.0,
318,009410,태영건설,토목 건설업,"76,400,000","39,478,740,000",18550,18950,,,-1106.0,63.0,4391.0,3.08,90031.0,
319,009420,한올바이오파마,의약품 제조업,"52,240,638","26,120,319,000",29850,30500,,,-12.0,,,0.89,1146.0,
321,009450,경동나비엔,가정용 기기 제조업,"12,739,510","12,739,510,000",52200,53000,,4.8,5557.0,5.0,5721.0,0.53,49909.0,
322,009460,한창제지,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000",1980,1990,,,-2191.0,,,0.17,33272.0,
323,009470,삼화전기,전자부품 제조업,"6,613,820","6,613,820,000",21400,21950,,,-2500.0,,,0.62,4248.0,
324,009540,한국조선해양,선박 및 보트 건조업,"70,773,116","353,865,580,000",87200,85500,,10.02,2949.0,,,2.59,11425.0,
325,009580,무림P&P,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000",3200,3235,,115.72,4217.0,70.0,6962.0,2.69,181084.0,
326,009680,모토닉,자동차 신품 부품 제조업,"33,000,000","16,500,000,000",7670,7700,,,-272.0,,,9.08,251.0,
327,009770,삼정펄프,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000",28250,26950,,,-679.0,,,0.77,5843.0,
331,010040,한국내화,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",3400,3385,,41.18,2817.0,7.0,16448.0,0.41,280608.0,
333,010060,OCI,기초 화학물질 제조업,"23,849,371","127,246,855,000",64800,61500,,16.02,399.0,,,0.24,27098.0,
334,010100,한국프랜지공업,자동차 신품 부품 제조업,"30,450,420","30,450,420,000",2435,2340,,7.01,489.0,,,0.5,6803.0,
335,010120,엘에스일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","30,000,000","150,000,000,000",55200,54000,,11.94,738.0,12.0,753.0,0.67,13165.0,
336,010130,고려아연,1차 비철금속 제조업,"18,870,000","94,350,000,000",450000,448000,,,-2651.0,,,0.51,7890.0,
337,010140,삼성중공업,선박 및 보트 건조업,"630,000,000","3,150,574,225,000",5450,5390,,9.1,898.0,,,0.84,9740.0,
338,010400,우진아이엔에스,건물설비 설치 공사업,"7,622,000","3,811,000,000",7300,7200,,8.58,397.0,,,0.51,6622.0,
339,010420,한솔피엔에스,기타 전문 도매업,"20,493,012","10,246,506,000",1490,1495,,14.47,2343.0,13.0,2687.0,1.2,28167.0,
341,010600,웰바이오텍,상품 중개업,"43,229,886","21,614,943,000",2930,3695,,293.75,8.0,,,3.51,670.0,
342,010620,현대미포조선,선박 및 보트 건조업,"39,942,149","199,710,745,000",31500,31200,,3.02,126.0,,,0.68,560.0,
343,010640,진양폴리우레탄,플라스틱제품 제조업,"10,000,000","5,000,000,000",2910,2905,,,-5016.0,,,0.41,80111.0,
344,010660,화천기계,특수 목적용 기계 제조업,"22,000,000","11,000,000,000",3705,3745,,,-63.0,,,0.46,3914.0,
345,010690,화신,자동차 신품 부품 제조업,"34,920,410","17,460,205,000",2695,2515,,,-456.0,,,0.74,2083.0,
346,010770,평화홀딩스,자동차 신품 부품 제조업,"14,625,466","7,312,733,000",3105,2960,,17.72,32053.0,15.0,37763.0,1.48,384127.0,
347,010780,아이에스동서,"내화, 비내화 요업제품 제조업","30,892,606","15,446,303,000",45400,45400,,3.52,6882.0,,,0.35,70111.0,
348,010820,퍼스텍,무기 및 총포탄 제조업,"48,061,460","24,030,730,000",2150,2215,,97.32,28.0,,,1.47,1858.0,
349,010950,S-Oil,석유 정제품 제조업,"112,582,792","291,511,797,500",61400,62400,,202.53,435.0,,,8.27,10651.0,
350,010960,삼호개발,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",4515,4510,,21.49,316.0,,,0.56,12208.0,
351,011000,진원생명과학,의약품 제조업,"44,618,808","44,618,808,000",9000,8930,,,-286.0,,,0.58,4323.0,
352,011070,LG이노텍,전자부품 제조업,"23,667,107","118,335,535,000",160500,165000,,,-285.0,,,0.83,1468.0,
353,011090,에넥스,가구 제조업,"59,991,641","29,995,820,500",1145,1140,,,-2200.0,,,2.48,1739.0,
354,011150,CJ씨푸드,기타 식품 제조업,"35,930,773","18,065,386,500",3930,3975,,7.05,5557.0,,,0.42,94110.0,
356,011200,HMM,해상 운송업,"326,726,323","1,633,631,615,000",6700,6910,,12.92,7123.0,13.0,6823.0,2.94,31336.0,
357,011210,현대위아,자동차 신품 부품 제조업,"27,195,083","135,975,415,000",42550,39500,,36.27,415.0,,,1.21,12440.0,
358,011230,삼화전자공업,영상 및 음향기기 제조업,"10,457,940","10,457,940,000",3140,3120,,1730.0,1.0,,,0.49,3524.0,
359,011280,태림포장,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000",3580,3595,,,-59.0,,,0.58,1469.0,
360,011300,성안,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",409,419,,9.5,699.0,,,1.38,4804.0,
362,011390,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000",130500,131000,,10.04,419.0,,,0.26,16173.0,
364,011500,한농화성,기타 화학제품 제조업,"15,637,042","7,818,521,000",6480,5890,,64.05,116.0,,,0.42,17512.0,
366,011700,한신기계공업,일반 목적용 기계 제조업,"32,446,151","16,223,075,500",1360,1360,,10.73,206.0,,,0.57,3878.0,
367,011760,현대종합상사,상품 종합 도매업,"13,228,966","66,144,830,000",14350,14600,,34.33,150.0,,,3.08,1671.0,
368,011780,금호석유화학,기초 화학물질 제조업,"30,467,691","167,455,885,000",97200,96500,,33.48,82.0,,,0.48,5668.0,
369,011790,SKC,기타 화학제품 제조업,"37,534,555","187,672,775,000",87000,88300,,19.52,2961.0,16.0,3658.0,2.1,27582.0,
370,011810,STX,상품 종합 도매업,"19,726,902","49,317,255,000",5140,5180,,,-10442.0,,,0.51,23795.0,
371,011930,신성이엔지,반도체 제조업,"184,525,352","92,372,676,000",1365,1355,,4.62,725.0,5.0,631.0,0.56,5953.0,
372,012030,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","201,173,933","100,586,966,500",727,727,,,-589.0,,,0.67,1908.0,
375,012200,계양전기,일반 목적용 기계 제조업,"32,600,000","17,000,000,000",3235,3170,,,-22.0,,,2.18,763.0,
376,012280,영화금속,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",2095,2050,,21.94,875.0,,,1.42,13563.0,
378,012330,현대모비스,자동차 신품 부품 제조업,"95,054,694","490,969,315,000",238000,226500,,65.19,1106.0,-15.0,-4828.0,3.26,22114.0,
379,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","50,630,000","265,650,000,000",26850,25550,,15.97,3550.0,,,0.45,125796.0,
380,012510,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","29,672,700","14,836,350,000",100500,102500,,27.84,37.0,,,1.49,690.0,
381,012600,청호컴넷,일반 목적용 기계 제조업,"8,576,351","42,881,755,000",7600,6350,,11.69,201.0,,,0.36,6487.0,
382,012610,경인양행,기초 화학물질 제조업,"41,196,365","20,598,182,500",9410,9170,,27.04,638.0,,,0.41,42065.0,
384,012690,모나리자,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500",5880,5930,,21.26,6657.0,23.0,6025.0,1.99,70999.0,
385,012750,에스원,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",90100,89900,,17.97,133.0,,,0.32,7456.0,
387,013000,세우글로벌,기타 전문 도매업,"28,705,031","14,352,515,500",1870,1900,,9.15,235.0,,,1.22,1762.0,
389,013520,화승알앤에이,자동차 신품 부품 제조업,"64,561,210","32,280,605,000",1760,1750,,30.78,141.0,,,2.24,1935.0,
391,013580,계룡건설산업,토목 건설업,"8,930,907","44,654,535,000",27900,27650,,,-294.0,,,0.19,10539.0,
392,013700,까뮤이앤씨,건물 건설업,"45,152,280","22,576,140,000",1350,1325,,57.68,1803.0,37.0,2807.0,3.13,33243.0,
393,013870,지엠비코리아,자동차 신품 부품 제조업,"19,072,280","9,536,140,000",5150,4850,,165.0,10.0,,,0.62,2677.0,
394,013890,지누스,가구 제조업,"14,406,749","7,203,374,500",87300,82900,,19.94,470.0,,,0.86,10835.0,
396,014160,대영포장,"골판지, 종이 상자 및 종이용기 제조업","108,394,549","54,197,274,500",1080,1100,,,-274.0,,,1.19,1131.0,
397,014280,금강공업,1차 철강 제조업,"26,159,553","26,749,428,000",3780,3625,,,-67.0,,,3.15,768.0,
398,014440,영보화학,플라스틱제품 제조업,"20,000,000","10,000,000,000",4500,4280,,13.68,1349.0,,,1.09,16896.0,
399,014530,극동유화,석유 정제품 제조업,"34,869,420","17,434,710,000",3150,3170,,81.48,378.0,99.0,311.0,10.84,2842.0,
400,014580,태경비케이,"시멘트, 석회, 플라스터 및 그 제품 제조업","27,583,100","13,791,550,000",3965,3925,,19.83,2663.0,,,2.17,24302.0,
401,014680,한솔케미칼,기초 화학물질 제조업,"11,295,195","56,475,975,000",177000,173000,,14.96,133.0,,,1.36,1463.0,
402,014710,사조씨푸드,수산물 가공 및 저장 처리업,"17,218,543","17,218,543,000",3760,3825,,69.84,305.0,,,3.37,6325.0,
403,014790,한라,토목 건설업,"38,874,942","194,374,710,000",3945,3860,,20.51,4194.0,31.0,2740.0,0.52,165320.0,
404,014820,동원시스템즈,플라스틱제품 제조업,"25,618,511","129,419,345,000",22350,22150,,,-61.0,,,0.33,9623.0,
405,014830,유니드,기초 화학물질 제조업,"8,889,843","44,449,215,000",49350,48700,,20.29,376.0,,,0.41,18494.0,
406,014910,성문전자,전자부품 제조업,"19,486,857","10,043,428,500",1665,1630,,8.47,3186.0,,,0.36,75591.0,
407,014990,인디에프,봉제의복 제조업,"58,932,995","29,466,497,500",1980,1990,,,-15.0,,,1.04,505.0,
409,015230,대창단조,자동차 신품 부품 제조업,"2,857,223","14,286,115,000",27550,27350,,,-1789.0,18.0,1633.0,0.84,35614.0,
410,015260,에이엔피,전자부품 제조업,"82,784,868","41,392,434,000",178,183,,42.85,79.0,,,0.55,6175.0,
411,015350,부산도시가스,연료용 가스 제조 및 배관공급업,"11,000,000","55,000,000,000",38250,36500,,,-34002.0,-13.0,-4701.0,0.56,109712.0,
413,015540,쎌마테라퓨틱스,기타 사업지원 서비스업,"11,276,903","5,638,451,500",8420,8470,,4.09,572.0,,,0.32,7310.0,
414,015590,큐로,일반 목적용 기계 제조업,"227,211,638","113,605,819,000",599,610,,16.56,3304.0,15.0,3549.0,1.19,46101.0,
415,015760,한국전력공사,전기업,"641,964,077","3,209,820,385,000",19450,19600,,13.83,32829.0,15.0,30907.0,1.21,375789.0,
418,016090,대현,봉제의복 제조업,"44,282,310","26,906,155,000",1830,1815,,,-2280.0,-4.0,-1465.0,0.62,8727.0,
420,016380,KG동부제철,1차 철강 제조업,"100,008,897","500,311,410,000",13000,13600,,23.08,312.0,,,0.52,13934.0,
421,016450,한세예스24홀딩스,봉제의복 제조업,"40,000,000","20,000,000,000",4160,3965,,9.9,150.0,,,0.74,2007.0,
423,016590,신대양제지,"골판지, 종이 상자 및 종이용기 제조업","4,029,782","20,148,910,000",58000,57500,,,-199.0,,,1.05,291.0,
426,016740,두올,자동차 신품 부품 제조업,"27,066,680","67,666,700,000",3820,3735,,,-445.0,,,2.03,1754.0,
427,016800,퍼시스,가구 제조업,"11,500,000","14,300,000,000",28550,28500,,16.76,1868.0,16.0,2001.0,0.53,58845.0,
429,017040,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","43,337,615","21,668,807,500",1860,1875,,3.98,731.0,,,1.12,2603.0,
430,017180,명문제약,의약품 제조업,"33,953,454","16,976,727,000",6470,6360,,,-250.0,,,0.61,6162.0,
431,017370,우신시스템,특수 목적용 기계 제조업,"18,314,054","9,157,027,000",2945,2900,,,-805.0,,,0.3,8302.0,
432,017390,서울도시가스,연료용 가스 제조 및 배관공급업,"5,000,000","35,000,000,000",66700,65800,,,-1447.0,,,0.39,7594.0,
433,017550,수산중공업,특수 목적용 기계 제조업,"53,985,163","26,992,581,500",1720,1720,,24.99,1807.0,12.0,3749.0,1.28,35142.0,
434,017670,SK텔레콤,전기 통신업,"80,745,711","44,639,473,000",238000,231500,,,-156.0,,,4.65,476.0,
435,017800,현대엘리베이터,일반 목적용 기계 제조업,"38,351,001","199,915,005,000",46000,46300,,,-7965.0,-11.0,-5539.0,1.3,47965.0,
436,017810,풀무원,기타 식품 제조업,"38,090,950","19,045,475,000",20550,21300,,5.23,836.0,,,0.55,7984.0,
437,017900,광전자,반도체 제조업,"57,943,763","28,971,881,500",2325,2290,,,-329.0,,,7.81,1162.0,
438,017940,E1,기타 전문 도매업,"6,860,000","34,300,000,000",38800,37950,,18.09,9121.0,12.0,14325.0,1.7,96977.0,
439,017960,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500",8480,8310,,,-89.0,,,1.17,974.0,
440,018250,애경산업,기타 화학제품 제조업,"26,409,935","26,409,935,000",22300,22700,,43.3,91.0,,,2.19,1799.0,
442,018470,조일알미늄,1차 비철금속 제조업,"70,155,555","35,077,777,500",601,600,,14.32,12259.0,20.0,8873.0,0.46,381481.0,
443,018500,동원금속,자동차 신품 부품 제조업,"46,754,933","23,377,466,500",694,682,,,-1501.0,,,2.03,3254.0,
444,018670,SK가스,기타 전문 도매업,"9,230,244","46,151,220,000",93300,91800,,8.98,4336.0,15.0,2630.0,0.33,119183.0,
446,019170,신풍제약,의약품 제조업,"52,984,990","27,592,495,000",75600,76200,,,-379.0,,,3.04,1033.0,
447,019180,티에이치엔,기타 전기장비 제조업,"18,000,000","9,000,000,000",2665,2570,,15.3,235.0,,,0.8,4469.0,
448,019440,세아특수강,1차 철강 제조업,"8,570,000","42,850,000,000",10900,10900,,,-174.0,,,0.35,1203.0,
449,019490,하이트론씨스템즈,영상 및 음향기기 제조업,"5,530,735","13,826,837,500",2905,3000,,6.13,230.0,,,1.08,1307.0,
450,019680,대교,초등 교육기관,"84,702,850","52,064,920,000",3975,3980,,38.62,3379.0,,,2.47,52880.0,
451,020000,한섬,봉제의복 제조업,"24,630,000","12,315,000,000",30800,30150,,,-14.0,,,2.75,632.0,
452,020120,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","17,015,245","8,507,622,500",8170,8870,,8.35,705.0,,,0.75,7903.0,
453,020150,일진머티리얼즈,전자부품 제조업,"46,110,835","23,055,417,500",56300,56700,,,-613.0,,,1.39,877.0,
454,020560,아시아나항공,항공 여객 운송업,"223,235,294","1,116,176,470,000",4310,4380,,22.67,60.0,,,0.52,2594.0,
455,020760,일진디스플,반도체 제조업,"28,314,440","14,157,220,000",3170,3110,,9.82,1497.0,,,0.53,27903.0,
456,021050,서원,금속 주조업,"47,474,590","23,737,295,000",3290,3295,,10.24,9203.0,8.0,11595.0,0.99,95307.0,
457,021240,코웨이,그외 기타 개인 서비스업,"73,799,619","40,662,398,000",79600,78200,,27.18,3193.0,20.0,4339.0,1.55,55936.0,
459,023000,삼원강재,자동차 신품 부품 제조업,"40,000,000","20,000,000,000",2285,2255,,,-913.0,,,1.78,2906.0,
460,023150,MH에탄올,알코올음료 제조업,"7,378,526","4,596,763,000",8460,8470,,84.69,16.0,,,1.61,844.0,
461,023350,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000",3955,3965,,20.89,35.0,,,0.73,1005.0,
462,023450,동남합성,기초 화학물질 제조업,"3,610,000","3,125,564,000",34600,33500,,37.06,34.0,,,0.4,3140.0,
463,023530,롯데쇼핑,종합 소매업,"28,288,755","141,443,775,000",79900,78300,,,-9229.0,,,0.46,325.0,
464,023590,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","44,866,617","22,433,308,500",21500,20950,,1585.0,2.0,,,0.58,5460.0,
465,023800,인지컨트롤스,자동차 신품 부품 제조업,"15,160,128","7,580,064,000",5530,5200,,159.23,13.0,,,1.24,1672.0,
467,023960,에쓰씨엔지니어링,토목 건설업,"25,016,587","12,508,293,500",1165,1195,,9.89,22594.0,12.0,18084.0,0.64,348322.0,
468,024070,WISCOM,플라스틱제품 제조업,"15,326,438","7,663,219,000",2305,2320,,10.18,2511.0,12.0,2163.0,0.52,48722.0,
472,024890,대원화성,플라스틱제품 제조업,"41,249,152","20,624,576,000",1920,1835,,63.2,1614.0,60.0,1713.0,8.87,11495.0,
473,024900,덕양산업,자동차 신품 부품 제조업,"32,564,980","16,282,490,000",1665,1540,,,-1710.0,,,6.18,947.0,
474,025000,KPX케미칼,기초 화학물질 제조업,"4,840,000","24,200,000,000",45600,45450,,27.11,336.0,,,1.71,5342.0,
475,025530,에스제이엠홀딩스,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000",2540,2525,,47.6,125.0,,,3.31,1798.0,
476,025540,한국단자공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000",45300,38950,,23.97,3800.0,22.0,4144.0,2.41,37788.0,
477,025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","16,864,368","1,686,436,800",3120,3150,,20.25,59.0,,,0.5,2400.0,
478,025620,제이준코스메틱,기타 화학제품 제조업,"36,402,552","18,201,276,000",2905,2895,,133.93,14.0,,,1.22,1534.0,
479,025750,한솔홈데코,제재 및 목재 가공업,"80,565,149","83,765,149,000",1155,1135,,21.84,44.0,,,0.56,1709.0,
480,025820,이구산업,1차 비철금속 제조업,"33,442,000","16,721,000,000",1565,1570,,6.33,275.0,,,0.44,3992.0,
481,025860,남해화학,"비료, 농약 및 살균, 살충제 제조업","49,678,843","49,678,843,000",9120,8760,,3.57,7748.0,,,0.53,51939.0,
482,025890,한국주강,특수 목적용 기계 제조업,"11,309,259","5,654,629,500",1395,1410,,4.32,303.0,,,0.79,1664.0,
483,026890,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","41,678,175","20,839,087,500",18850,20400,,49.24,99.0,,,0.41,11888.0,
484,026940,부국철강,1차 철강 제조업,"20,000,000","10,000,000,000",5410,5430,,14.61,5605.0,13.0,6528.0,2.83,28935.0,
487,027740,마니커,"도축, 육류 가공 및 저장 처리업","158,472,594","79,236,297,000",758,767,,8.48,574.0,,,0.81,6018.0,
488,027970,세하,"펄프, 종이 및 판지 제조업","29,562,997","29,562,997,000",1565,1570,,10.95,100.0,,,0.74,1484.0,
489,028050,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000",12000,11900,,,-343.0,,,0.3,11968.0,
490,028100,동아지질,기반조성 및 시설물 축조관련 전문공사업,"11,500,000","5,750,000,000",17500,16600,,28.28,151.0,,,0.57,7448.0,
493,029460,케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","13,554,044","6,777,022,000",23050,22850,,6.92,463.0,,,0.65,4965.0,
494,029530,신도리코,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000",23700,23400,,23.3,168.0,,,0.84,4644.0,
497,030200,케이티,전기 통신업,"261,111,808","1,564,498,835,000",24450,23950,,19.74,8714.0,18.0,9562.0,4.1,41993.0,
500,030720,동원수산,어로 어업,"4,653,805","23,269,025,000",9340,9470,,,-524.0,,,0.32,11769.0,
501,030790,비케이탑스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,896,974","5,948,487,000",5270,5320,,17.4,219.0,,,0.67,5660.0,
502,031430,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000",146500,150500,,15.51,1431.0,,,1.25,17803.0,
503,031440,신세계푸드,음식점업,"3,872,480","19,362,400,000",53400,53400,,6.37,7675.0,,,0.59,82689.0,
504,031820,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","67,851,466","33,925,733,000",1220,1215,,,-79.0,,,1.12,1458.0,
505,032350,롯데관광개발,여행사 및 기타 여행보조 서비스업,"69,275,662","34,637,831,000",16800,16600,,,-61.0,,,2.04,981.0,
506,032560,황금에스티,1차 비철금속 제조업,"14,000,000","7,000,000,000",6450,6300,,4.78,5686.0,,,0.39,68988.0,
509,033180,필룩스,전자부품 제조업,"90,043,128","45,171,564,000",3390,3565,,,-250.0,,,0.04,4873.0,
511,033250,체시스,자동차 신품 부품 제조업,"24,000,000","12,000,000,000",3045,3105,,8.76,4169.0,,,0.53,68610.0,
512,033270,유나이티드,의약품 제조업,"16,244,822","8,122,411,000",25450,26100,,,-3434.0,,,14.75,571.0,
513,033530,세종공업,자동차 신품 부품 제조업,"25,035,775","12,517,887,500",7020,6460,,15.25,40.0,,,1.23,497.0,
515,033780,케이티앤지,담배 제조업,"137,292,497","954,959,485,000",86200,85400,,,-2391.0,11.0,1819.0,0.19,105049.0,
516,033920,무학,알코올음료 제조업,"28,500,000","5,700,000,000",5480,5480,,,-139.0,,,0.61,8063.0,
518,034120,SBS,텔레비전 방송업,"18,252,582","91,262,910,000",15800,15550,,5.63,319.0,,,0.4,4445.0,
520,034300,신세계건설,건물 건설업,"4,000,000","20,000,000,000",24650,25200,,9.58,3248.0,8.0,3999.0,0.58,53815.0,
524,034830,한국토지신탁,신탁업 및 집합투자업,"252,489,230","252,489,230,000",1745,1755,,43.17,315.0,,,1.52,8947.0,
526,035150,백산,플라스틱제품 제조업,"24,200,000","14,000,000,000",5310,5180,,114.14,35.0,,,0.6,6645.0,
527,035250,강원랜드,유원지 및 기타 오락관련 서비스업,"213,940,500","106,970,250,000",22600,22700,,17.34,940.0,,,0.91,17869.0,
528,035420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","164,263,395","16,481,339,500",313500,308500,,4.03,14231.0,,,0.53,107414.0,
529,035510,신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000",128000,130000,,5.77,660.0,,,0.23,16696.0,
530,035720,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","88,013,995","44,056,997,500",356000,346000,,18.5,773.0,,,0.53,26761.0,
531,036420,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,385,071","81,925,355,000",29200,29350,,13.57,273.0,,,0.69,5395.0,
532,036460,한국가스공사,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000",24700,24650,,10.3,2768.0,,,0.61,46643.0,
534,036570,엔씨소프트,소프트웨어 개발 및 공급업,"21,954,022","10,977,011,000",841000,866000,,9.69,194.0,,,0.82,2279.0,
535,036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",6090,5960,,,-960.0,,,2.27,2831.0,
536,037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,170,704","29,710,352,000",3960,4025,,12.03,241.0,,,0.42,6891.0,
537,037560,LG헬로비전,텔레비전 방송업,"77,446,865","193,617,162,500",4005,4050,,10.97,6063.0,,,0.26,251517.0,
538,037710,광주신세계,종합 소매업,"1,600,000","8,000,000,000",138000,138500,,57.33,30.0,,,0.86,2005.0,
539,039130,하나투어,여행사 및 기타 여행보조 서비스업,"13,939,185","6,969,592,500",39000,38200,,22.55,10157.0,13.0,17632.0,0.74,310286.0,
541,039570,HDC아이콘트롤스,전기 및 통신 공사업,"16,460,000","8,230,000,000",8670,8550,,100.54,461.0,33.0,1386.0,2.12,21905.0,
542,041650,상신브레이크,자동차 신품 부품 제조업,"21,471,450","10,735,725,000",2700,2595,,53.83,392.0,29.0,740.0,2.16,9785.0,
543,042660,대우조선해양,선박 및 보트 건조업,"107,205,752","541,028,760,000",23600,23150,,33.0,70.0,,,0.54,4302.0,
545,042700,한미반도체,특수 목적용 기계 제조업,"51,501,501","12,716,420,500",11800,11700,,,-2888.0,,,0.22,169219.0,
546,044380,주연테크,컴퓨터 및 주변장치 제조업,"54,612,089","10,922,417,800",1145,1165,,13.67,605.0,10.0,810.0,1.06,7768.0,
547,044450,KSS해운,해상 운송업,"23,185,880","11,592,940,000",8620,8750,,18.49,1228.0,18.0,1265.0,1.8,12591.0,
549,047040,대우건설,건물 건설업,"415,622,638","2,078,113,190,000",3525,3510,,22.8,7323.0,27.0,6237.0,2.03,82168.0,
550,047050,포스코인터내셔널,상품 중개업,"123,375,149","616,875,745,000",13900,13850,,,-1101.0,,,0.38,1575.0,
551,047400,유니온머티리얼,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",5330,5540,,1.95,350.0,,,0.5,1363.0,
552,047810,한국항공우주,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000",24150,23700,,3.25,28219.0,,,0.48,192247.0,
553,049770,동원F&B,기타 식품 제조업,"3,859,124","19,295,620,000",181000,183000,,18.97,556.0,44.0,238.0,2.52,4189.0,
554,049800,우진플라임,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",3440,3390,,1691.11,45.0,,,18.09,4207.0,
556,051630,진양화학,플라스틱제품 제조업,"12,000,000","6,000,000,000",3695,3670,,,-172.0,,,0.83,3125.0,
558,051910,LG화학,기초 화학물질 제조업,"70,592,343","391,405,715,000",720000,747000,,10.54,1029.0,,,0.29,36896.0,
560,053210,케이티스카이라이프,텔레비전 방송업,"47,821,966","119,554,915,000",9790,9390,,,-3007.0,,,0.43,7067.0,
562,055490,테이팩스,플라스틱제품 제조업,"4,717,650","3,771,825,000",27300,26650,,,-22.0,,,0.59,6782.0,
564,057050,현대홈쇼핑,무점포 소매업,"12,000,000","60,000,000,000",62500,61600,,9.21,3306.0,9.0,3546.0,0.63,48109.0,
