CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
85910,네오티스,자동차 신품 부품 제조업,"11,013,678","5,506,839,000",,,,22.1,174,N/A,N/A,0.98,3916,6.5
86040,바이오톡스텍,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500",,,,N/A,-97,N/A,N/A,5.65,2062,N/A
86060,진바이오텍,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500",,,,69.57,92,N/A,N/A,1.2,5354,0.47
86250,이노와이즈,특수 목적용 기계 제조업,"30,810,174","15,405,087,000",,,,N/A,-774,N/A,N/A,1.5,934,N/A
86390,유니테스트,특수 목적용 기계 제조업,"21,134,126","10,567,063,000",,,,15.35,1026,N/A,N/A,2.12,7428,1.59
86450,동국제약,의약품 제조업,"8,892,000","22,230,000,000",,,,22.51,6673,20,7641,3.61,41609,0.53
86520,에코프로,기타 화학제품 제조업,"22,090,191","11,045,095,500",,,,55.13,760,N/A,N/A,3.41,12303,0.72
86670,비엠티,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",,,,9.89,916,N/A,N/A,1.02,8882,1.66
86820,바이오솔루션,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000",,,,N/A,-155,N/A,N/A,5.37,6026,N/A
86890,이수앱지스,의료용품 및 기타 의약 관련제품 제조업,"26,625,292","13,312,646,000",,,,N/A,-711,N/A,N/A,4.37,1901,N/A
86900,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"5,977,449","2,988,724,500",,,,166.82,1115,N/A,N/A,4.23,43957,0.42
86960,한컴MDS,소프트웨어 개발 및 공급업,"8,828,608","4,844,725,000",,,,12.94,993,N/A,N/A,0.92,13972,N/A
86980,쇼박스,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,600,000","31,300,000,000",,,,48.28,61,N/A,N/A,1.32,2236,1.7
87010,펩트론,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000",,,,N/A,-1254,N/A,N/A,12.95,1599,N/A
87260,모바일어플라이언스,소프트웨어 개발 및 공급업,"30,000,000","15,000,000,000",,,,N/A,-66,N/A,N/A,3.8,952,N/A
87600,픽셀플러스,전자부품 제조업,"8,166,558","4,083,279,000",,,,N/A,-321,N/A,N/A,0.42,12208,N/A
87730,에스모 머티리얼즈,합성고무 및 플라스틱 물질 제조업,"9,768,571","4,884,285,900",,,,N/A,-19242,N/A,N/A,8.24,330,N/A
88130,동아엘텍,특수 목적용 기계 제조업,"10,662,938","5,575,148,000",,,,11.68,630,N/A,N/A,0.46,16142,2.04
88290,이원컴포텍,자동차 신품 부품 제조업,"17,047,866","8,523,933,000",,,,44.27,131,N/A,N/A,5.07,1144,N/A
88390,이녹스,그외 기타 운송장비 제조업,"9,350,844","4,675,422,000",,,,N/A,-1354,N/A,N/A,0.64,13741,N/A
88800,에이스테크,통신 및 방송 장비 제조업,"40,957,928","20,478,964,000",,,,N/A,-667,N/A,N/A,13.37,1949,N/A
88910,동우팜투테이블,"도축, 육류 가공 및 저장 처리업","25,831,764","12,915,882,000",,,,N/A,-216,N/A,N/A,0.45,7233,N/A
89010,켐트로닉스,기타 화학제품 제조업,"14,572,295","7,286,147,500",,,,15.75,987,N/A,N/A,2.36,6597,1.93
89030,테크윙,특수 목적용 기계 제조업,"19,318,786","9,723,110,000",,,,21.41,974,12,1686,2.27,9171,1.1
89140,넥스턴,유리 및 유리제품 제조업,"11,846,520","5,923,260,000",,,,20.49,365,N/A,N/A,0.79,9460,1.34
89150,케이씨티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000",,,,83.67,49,N/A,N/A,1.94,2113,1.46
89230,THE E&M,기타 정보 서비스업,"124,348,176","12,434,817,600",,,,N/A,-28,N/A,N/A,1.23,597,N/A
89530,에이티세미콘,반도체 제조업,"88,515,812","44,257,906,000",,,,N/A,-172,N/A,N/A,1.48,396,N/A
89600,나스미디어,광고업,"8,754,691","4,557,703,000",,,,14.63,2132,13,2456,1.81,17209,2.12
89790,제이티,특수 목적용 기계 제조업,"10,315,513","5,157,756,500",,,,14.79,451,N/A,N/A,2.29,2909,N/A
89850,유비벨록스,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500",,,,9.33,901,N/A,N/A,0.74,11409,N/A
89890,코세스,특수 목적용 기계 제조업,"16,851,962","8,425,981,000",,,,22.5,344,N/A,N/A,4.83,1601,N/A
89970,에이피티씨,특수 목적용 기계 제조업,"23,234,595","2,323,459,500",,,,17.26,849,N/A,N/A,4.88,3003,N/A
89980,상아프론테크,플라스틱제품 제조업,"15,724,765","7,862,382,500",,,,76.68,624,N/A,N/A,5.01,9552,0.33
90150,광진윈텍,자동차 신품 부품 제조업,"9,658,393","4,829,196,500",,,,11.56,260,N/A,N/A,0.65,4634,3.33
90360,로보스타,특수 목적용 기계 제조업,"9,750,000","4,875,000,000",,,,N/A,-751,N/A,N/A,1.45,9640,N/A
90410,덕신하우징,"구조용 금속제품, 탱크 및 증기발생기 제조업","44,201,565","4,420,156,500",,,,56,25,N/A,N/A,0.75,1855,N/A
90460,비에이치,전자부품 제조업,"33,428,669","16,714,334,500",,,,13.37,1787,11,2250,2.44,9811,N/A
90470,제이스텍,특수 목적용 기계 제조업,"14,597,808","7,298,904,000",,,,41.55,219,N/A,N/A,1.02,8964,0.55
90710,휴림로봇,특수 목적용 기계 제조업,"83,049,144","16,609,828,800",,,,N/A,-161,N/A,N/A,2.3,322,N/A
90740,아이엠이연이,전자부품 제조업,"18,898,551","9,449,275,500",,,,8.45,386,N/A,N/A,0.59,5564,1.53
90850,이지웰,소프트웨어 개발 및 공급업,"11,693,179","5,846,589,500",,,,30.49,556,N/A,N/A,4.35,3894,0.53
91120,이엠텍,전자부품 제조업,"16,060,936","8,030,468,000",,,,N/A,-396,N/A,N/A,1.31,11337,N/A
91340,S&K폴리텍,전자부품 제조업,"11,703,721","5,851,860,500",,,,5.01,1142,N/A,N/A,0.64,8904,N/A
91440,텔레필드,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500",,,,7.17,616,N/A,N/A,1.42,3108,N/A
91580,상신이디피,일차전지 및 축전지 제조업,"12,665,050","6,332,525,000",,,,42.12,273,N/A,N/A,2.33,4935,0.44
91590,남화토건,건물 건설업,"11,740,000","5,870,000,000",,,,36.12,407,N/A,N/A,1.3,11285,0.48
91700,파트론,전자부품 제조업,"54,156,410","27,078,205,000",,,,11.8,941,17,653,1.62,6833,3.15
91970,나노캠텍,플라스틱제품 제조업,"28,080,425","14,040,212,500",,,,N/A,-700,N/A,N/A,0.91,2465,N/A
91990,셀트리온헬스케어,기타 전문 도매업,"151,406,332","151,406,332,000",,,,119.08,896,61,1754,9.15,11660,N/A
92040,아미코젠,기타 식품 제조업,"19,207,010","9,603,505,000",,,,N/A,-1774,N/A,N/A,6.62,5964,N/A
92070,디엔에프,기타 화학제품 제조업,"10,761,828","5,380,914,000",,,,92.94,170,N/A,N/A,1.77,8944,N/A
92130,이크레더블,기타 정보 서비스업,"12,043,600","6,146,800,000",,,,20.85,1204,N/A,N/A,6.36,3947,2.95
92190,서울바이오시스,반도체 제조업,"38,223,653","19,111,826,500",,,,65.93,386,N/A,N/A,5.53,4606,0.15
92300,현우산업,전자부품 제조업,"15,405,937","7,702,968,500",,,,N/A,-33,N/A,N/A,0.66,4820,3.16
92460,한라IMS,선박 및 보트 건조업,"11,744,978","5,872,489,000",,,,20.62,260,N/A,N/A,0.75,7180,1.87
92600,앤씨앤,반도체 제조업,"20,947,500","10,473,750,000",,,,N/A,-287,N/A,N/A,1.55,1862,N/A
92730,네오팜,기타 화학제품 제조업,"8,207,361","4,103,680,500",,,,12.57,2463,13,2411,2.3,13446,2.42
92870,엑시콘,특수 목적용 기계 제조업,"10,374,180","5,187,090,000",,,,N/A,-192,N/A,N/A,1.36,7869,0.61
93190,빅솔론,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500",,,,8.08,578,N/A,N/A,0.53,8854,4.07
93320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000",,,,22.63,3005,N/A,N/A,3.77,18054,0.74
93380,풍강,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500",,,,N/A,-53,N/A,N/A,0.46,6265,2.09
93520,매커스,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000",,,,13.74,305,N/A,N/A,0.98,4260,2.39
93640,다믈멀티미디어,반도체 제조업,"11,519,256","5,759,628,000",,,,N/A,-117,N/A,N/A,1.49,1883,N/A
93920,서원인텍,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000",,,,9.14,842,N/A,N/A,0.89,8667,3.9
94170,동운아나텍,반도체 제조업,"15,758,872","8,075,619,000",,,,9.72,569,N/A,N/A,2.86,1933,0.9
94360,칩스앤미디어,소프트웨어 개발 및 공급업,"9,640,315","4,963,657,500",,,,22.12,424,N/A,N/A,2.93,3204,1.25
94480,갤럭시아컴즈,소프트웨어 개발 및 공급업,"39,229,838","19,614,919,000",,,,21.79,229,N/A,N/A,2.08,2404,1.1
94820,일진파워,전기 및 통신 공사업,"15,078,709","7,539,354,500",,,,6.23,833,N/A,N/A,0.8,6521,5.78
94840,슈프리마에이치큐,통신 및 방송 장비 제조업,"10,471,840","5,235,920,000",,,,7.56,753,N/A,N/A,0.36,15742,N/A
94850,참좋은여행,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000",,,,3.59,1487,N/A,N/A,0.76,7018,3.18
94860,코닉글로리,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500",,,,N/A,-73,N/A,N/A,9.71,207,N/A
94940,푸른기술,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000",,,,N/A,-140,N/A,N/A,3.33,4528,0.2
94970,제이엠티,전자부품 제조업,"16,748,240","8,374,120,000",,,,21.09,138,N/A,N/A,0.85,3417,1.72
95190,이엠코리아,특수 목적용 기계 제조업,"36,332,704","18,166,352,000",,,,N/A,-359,N/A,N/A,2.38,2087,N/A
95270,웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,007,614","5,503,807,000",,,,N/A,-2993,N/A,N/A,9.63,1038,N/A
95340,ISC,전자부품 제조업,"14,142,508","7,071,254,000",,,,25.46,821,N/A,N/A,1.61,12946,0.24
95500,미래나노텍,플라스틱제품 제조업,"24,580,982","12,290,491,000",,,,91.47,34,N/A,N/A,0.39,7967,N/A
95610,테스,특수 목적용 기계 제조업,"19,768,226","9,884,113,000",,,,66.53,378,17,1451,2.26,11122,1.19
95660,네오위즈,소프트웨어 개발 및 공급업,"21,915,008","10,957,504,000",,,,23.88,1336,15,2164,2,15988,N/A
95700,제넥신,자연과학 및 공학 연구개발업,"23,835,397","11,917,698,500",,,,N/A,-2631,N/A,N/A,10.88,11700,N/A
95910,에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,282,895","7,141,447,500",,,,N/A,-207,N/A,N/A,0.85,8022,0.73
96040,이트론,기타 전문 도매업,"349,598,748","69,919,749,600",,,,N/A,-11,N/A,N/A,1.12,146,N/A
96240,청담러닝,일반 교습 학원,"7,674,651","3,837,325,500",,,,26.82,757,N/A,N/A,2.15,9440,4.93
96350,대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업","161,788,627","16,178,862,700",,,,N/A,-39,N/A,N/A,0.76,411,N/A
96530,씨젠,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000",,,,148.03,2109,25,12294,44.15,7071,0.03
96610,알에프세미,반도체 제조업,"8,857,881","4,428,940,500",,,,N/A,-568,N/A,N/A,0.84,6082,0.25
96630,에스코넥,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800",,,,N/A,-251,N/A,N/A,1.18,1475,N/A
96640,멜파스,전자부품 제조업,"29,094,696","14,547,348,000",,,,N/A,-500,N/A,N/A,0.83,1398,N/A
96690,에이루트,컴퓨터 및 주변장치 제조업,"7,941,116","3,970,558,000",,,,77.71,70,N/A,N/A,0.41,13373,N/A
96870,엘디티,반도체 제조업,"6,678,400","3,339,200,000",,,,N/A,-195,N/A,N/A,1.63,1504,N/A
97520,엠씨넥스,영상 및 음향기기 제조업,"17,863,482","8,931,741,000",,,,7.06,5099,11,3231,2.67,13502,1.39
97780,에스맥,통신 및 방송 장비 제조업,"261,145,602","52,229,120,400",,,,N/A,-10,N/A,N/A,1.4,1041,N/A
97800,윈팩,반도체 제조업,"37,808,697","18,904,348,500",,,,5.39,346,N/A,N/A,1.42,1314,N/A
97870,효성오앤비,"비료, 농약 및 살균, 살충제 제조업","8,490,000","4,245,000,000",,,,39.09,219,N/A,N/A,1.1,7814,N/A
98120,마이크로컨텍솔,전자부품 제조업,"8,312,766","4,156,383,000",,,,36.72,125,N/A,N/A,1.18,3875,N/A
98460,고영,특수 목적용 기계 제조업,"13,730,951","6,865,475,500",,,,41.46,2424,50,2003,5.48,18323,0.55
98660,에스티오,봉제의복 제조업,"12,500,976","6,250,488,000",,,,11.82,157,N/A,N/A,0.68,2724,6.47
99190,아이센스,의료용 기기 제조업,"13,737,238","6,868,619,000",,,,15.5,1800,N/A,N/A,1.87,14948,0.72
99220,SDN,기계장비 및 관련 물품 도매업,"48,178,714","24,089,357,000",,,,25.05,100,N/A,N/A,1.5,1673,N/A
99320,쎄트렉아이,"항공기,우주선 및 부품 제조업","7,268,487","3,634,243,500",,,,25.11,1139,N/A,N/A,3.18,9006,0.73
99410,동방선기,선박 및 보트 건조업,"13,541,002","6,770,501,000",,,,N/A,-88,N/A,N/A,1.84,2070,N/A
99440,스맥,특수 목적용 기계 제조업,"29,512,118","14,756,059,000",,,,N/A,-504,N/A,N/A,0.48,3825,N/A
99520,ITX엠투엠,영상 및 음향기기 제조업,"29,187,677","14,593,838,500",,,,N/A,-310,N/A,N/A,3.03,580,N/A
99750,이지케어텍,소프트웨어 개발 및 공급업,"6,386,000","3,193,000,000",,,,N/A,-155,N/A,N/A,3.11,6648,0.42
100030,모바일리더,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000",,,,N/A,-830,N/A,N/A,1.52,11293,N/A
100090,삼강엠앤티,1차 철강 제조업,"33,169,369","16,584,684,500",,,,N/A,-314,N/A,N/A,2.06,5013,N/A
100120,뷰웍스,의료용 기기 제조업,"10,001,865","5,000,932,500",,,,13.48,2638,N/A,N/A,2.13,16660,1.12
100130,동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업","57,143,000","28,571,500,000",,,,28.63,255,N/A,N/A,1.55,4695,1.37
100590,머큐리,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000",,,,519.05,21,N/A,N/A,2.29,4760,N/A
100660,서암기계공업,일반 목적용 기계 제조업,"12,600,000","6,300,000,000",,,,39.48,124,N/A,N/A,1,4875,1.02
100700,세운메디칼,의료용품 및 기타 의약 관련제품 제조업,"43,800,000","4,380,000,000",,,,17.82,220,N/A,N/A,1.75,2241,1.28
101000,상상인인더스트리,특수 목적용 기계 제조업,"63,320,603","31,660,301,500",,,,N/A,-229,N/A,N/A,1.91,411,N/A
101160,월덱스,전자부품 제조업,"16,510,993","8,255,496,500",,,,9.96,1305,N/A,N/A,2.19,5931,0.38
101170,우림기계,일반 목적용 기계 제조업,"13,500,000","6,750,000,000",,,,40.06,79,N/A,N/A,0.48,6653,N/A
101240,씨큐브,기초 화학물질 제조업,"10,138,184","5,069,092,000",,,,13.77,586,N/A,N/A,1.33,6063,2.11
101330,모베이스,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000",,,,2.14,1732,N/A,N/A,0.32,11572,N/A
101360,이엔드디,기타 화학제품 제조업,"9,353,300","4,676,650,000",,,,29.6,929,N/A,N/A,13.47,2042,N/A
101390,아이엠,전자부품 제조업,"42,223,170","21,111,585,000",,,,N/A,-424,N/A,N/A,1.05,797,N/A
101400,엔시트론,반도체 제조업,"27,696,580","13,848,290,000",,,,N/A,-384,N/A,N/A,2.2,575,N/A
101490,에스앤에스텍,전자부품 제조업,"19,735,331","9,867,665,500",,,,81.77,609,N/A,N/A,10.41,4783,0.1
101670,코리아에스이,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000",,,,N/A,-68,N/A,N/A,0.76,1715,N/A
