,NAME,CODE,PRICE,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
0,강남제비스코,000860,15050.0,7.69,1958.0,N/A,N/A,0.19,80662.0,3.32
0,대동공업,000490,7160.0,33.62,213.0,N/A,N/A,0.66,10855.0,0.84
0,동아지질,028100,16250.0,12.83,1267.0,N/A,N/A,0.93,17456.0,1.23
0,모나리자,012690,5970.0,47.76,125.0,N/A,N/A,3.32,1798.0,0.84
0,성안,011300,420.0,N/A,-174.0,N/A,N/A,0.35,1203.0,N/A
0,우리종금,010050,598.0,7.38,81.0,N/A,N/A,1.06,565.0,N/A
0,인팩,023810,4590.0,N/A,-401.0,N/A,N/A,0.5,9120.0,2.61
0,체시스,033250,3065.0,N/A,-55.0,N/A,N/A,2.72,1126.0,N/A
0,하나금융지주,086790,29000.0,3.48,8335.0,4.0,7449.0,0.3,96843.0,7.24
0,한창,005110,1505.0,N/A,-455.0,N/A,N/A,2.45,614.0,N/A
0,휴켐스,069260,16350.0,9.16,1784.0,9.0,1777.0,0.98,16670.0,6.12
0,GS글로벌,001250,1735.0,N/A,-213.0,N/A,N/A,0.39,4401.0,N/A
0,SK이노베이션,096770,182500.0,N/A,-19095.0,-10.0,-17507.0,0.99,184800.0,1.64
0,극동유화,014530,3120.0,6.74,463.0,N/A,N/A,0.63,4965.0,5.13
0,두산,000150,44750.0,4.22,10600.0,N/A,N/A,0.56,80486.0,11.62
0,삼성출판사,068290,21800.0,136.25,160.0,N/A,N/A,2.42,9002.0,0.46
0,선진,136490,9980.0,8.69,1149.0,N/A,N/A,0.72,13947.0,0.5
0,유나이티드제약,033270,26400.0,12.86,2053.0,N/A,N/A,1.49,17659.0,1.25
0,제일파마홀딩스,002620,24250.0,N/A,-5519.0,N/A,N/A,0.94,25752.0,0.29
0,태양금속,004100,1085.0,N/A,-601.0,N/A,N/A,0.61,1771.0,0.46
0,한솔로지스틱스,009180,2155.0,9.17,235.0,N/A,N/A,1.22,1762.0,1.86
0,현대모비스,012330,220500.0,9.76,22594.0,12.0,18084.0,0.63,348322.0,1.81
0,BGF리테일,282330,127000.0,15.41,8241.0,15.0,8527.0,3.73,34021.0,2.13
0,SG충방,001380,1620.0,N/A,-2.0,N/A,N/A,0.55,2966.0,N/A
0,대구백화점,006370,5580.0,N/A,-2191.0,N/A,N/A,0.17,33272.0,1.79
0,동원금속,018500,680.0,1.94,350.0,N/A,N/A,0.5,1363.0,N/A
0,백산,035150,5150.0,12.17,423.0,N/A,N/A,0.81,6360.0,1.94
0,세이브존I&C,067830,2215.0,5.06,438.0,N/A,N/A,0.19,11893.0,1.35
0,영보화학,014440,4300.0,28.48,151.0,N/A,N/A,0.58,7448.0,2.33
